,date,tweet,hashtags
62,2021-04-21,"Minha irma tá fazendo banhos de ervas foi estudar sobre isso e agora eu tô ajudando a divulgar o trabalho.insta dela e banhosdeervasaromaticas , nesse momento  tomar uns banhos assim faz um bem danado ! #banhos #banhosdeervas #autocuidado ajuda aí @SaraBodowsky","#banhos, #banhosdeervas, #autocuidado"
65,2021-04-21,dei unf na menina fit que eu seguia no tik tok pq ela disse q pra vc evoluir na sua vida vc tem que parar de fofocar e parar de falar mal dos outros NADA DISSO eu ei de ter tempo suficiente pros dois afinal fofoca eh #autocuidado pra mim me faz feliz me deixa completa,#autocuidado
66,2021-04-21,"Aonde quer que vc vá, vá com todo coração. 💖 #reflexão #bemestar #façaporvocê #saúdemental #autocuidado","#reflexão, #bemestar, #façaporvocê, #saúdemental, #autocuidado"
69,2021-04-21,"Quer ajudar o mundo? O Brasil? Use máscara, utilize o álcool gel ""sem moderação"", faça o distanciamento necessário, lave as mãos... Simples. Tenha o #AUTOCUIDADO.",#AUTOCUIDADO
75,2021-04-19,Amando o  curso Manual do Eu!!! 😍🥰🥰🥰 Com @rafabrites Chorei até desidratar literalmente rsrsrs Vale muito a pena!! Recomendo!! Amanhã tem mais lá no YouTube às 20:08!😉 #autocuidado #autoconhecimento,"#autocuidado, #autoconhecimento"
76,2021-04-19,orgulhosa da mulher que me tornei pois sozinha e resfriada fazendo jantinha e chá pra eu mesma #autocuidado #eumeamo,"#autocuidado, #eumeamo"
79,2021-04-19,"doida p terminar os trampo, malhar, tomar um delicioso baño passar cleme e parfum comer um ranguinho e sentar no sofa p ver the office  #AUTOCUIDADO!!!!",#AUTOCUIDADO
81,2021-04-19,"É você assumindo o comando da sua felicidade, do seu dia e da sua vida! #terapiasalternativas #terapiaholistica #terapia #holistica #curapranica #depressao #vidasaudavel #mindfullness #meditacao #autocuidado #tratamentoespiritual #barrasdeaccess #mtvss #riodejaneiro #pandemia","#terapiasalternativas, #terapiaholistica, #terapia, #holistica, #curapranica, #depressao, #vidasaudavel, #mindfullness, #meditacao, #autocuidado, #tratamentoespiritual, #barrasdeaccess, #mtvss, #riodejaneiro, #pandemia"
85,2021-04-17,"@ONUBrasil @unicefbrasil @prefrecife Estamos unido do esforços. A #prevenção ao #HIV e o acesso ao tratamento precisam ser garantidos. Todas as instituições precisam colaborar, ainda mais nesse contexto de crise sanitária #LeaveNoOneBehind #Saude #DireitosHumanos #ODS3 #autocuidado #autoteste","#prevenção, #HIV, #LeaveNoOneBehind, #Saude, #DireitosHumanos, #ODS3, #autocuidado, #autoteste"
89,2021-04-16,fazendo skin care e bebendo água #autocuidado #saudavel (ou pelo menos tentando),"#autocuidado, #saudavel"
90,2021-04-16,A quem se interessar... hj eh meu dia de relaxamento em que decidi me mimar ao ultimoooo!! (Episodios novos de greys anatomy e station 19) 😘😘 #autocuidado #amorproprio #euseimecurtir #sextoucomsdestremio,"#autocuidado, #amorproprio, #euseimecurtir, #sextoucomsdestremio"
92,2021-04-16,Vencer não é competir com o outro... É sobre derrotar seus inimigos interiores!! #façaterapia #saúdemental #autocuidado,"#façaterapia, #saúdemental, #autocuidado"
100,2021-04-15,"Quando corto a franja, me libera uma paz! 💆❤️#autocuidado",#autocuidado
106,2021-04-14,"“Cada vez que estamos conectadas com nós mesmas, vivemos bem e lidamos melhor com os obstáculos da vida”. 🌻💐🕊⚓️ #liberdade #autocuidado #amorproprio #terapiaonline #niteroi","#liberdade, #autocuidado, #amorproprio, #terapiaonline, #niteroi"
120,2021-04-13,nao vo ver aula hj #autocuidado,#autocuidado
121,2021-04-13,"bloqueiem na agenda, como qualquer outro compromisso, mas façam disso uma prioridade! Independentemente da atividade que vos deixa felizes, relaxadas e realizadas: meditação, dar um passeio a pé, pintar, desenhar…🌹☕🍷  #autocuidado #diaadia #mulhervaidosa #secuide #mulher","#autocuidado, #diaadia, #mulhervaidosa, #secuide, #mulher"
126,2021-04-12,amanhã vou fazer bolo de cenoura com cobertura de chocolate 🤝 #autocuidado,#autocuidado
127,2021-04-12,"ponto de tratar uma pessoa tão foda apenas como um objeto sexual.   Na verdade eu queria dar um murro na cara dele por estar mal por causa de uma pessoa fdp.  Obrigado distanciamento social. É isso,  Beba água também.   #autocuidado #PrincipioMeioeFim   #secuide","#autocuidado, #PrincipioMeioeFim, #secuide"
129,2021-04-12,Você se sente amada ou desejada? #autocuidado,#autocuidado
142,2021-04-11,Vivemos em um mundo onde você é precionado (a) psicologicamente a focar em situações nada saudáveis. 💔  #viva #voceeimportante #autocuidado,"#viva, #voceeimportante, #autocuidado"
144,2021-04-11,"Quando a mente começar com devaneios e pensamentos intrusivos, volte para sua respiração. Perceba os efeitos que esse simples ato tem no seu corpo, sentindo o equilíbrio sendo construídos dos pés à cabeça sem pressa. #meditacao  #mindfulness  #cuidado  #autocuidado  #saudemental","#meditacao, #mindfulness, #cuidado, #autocuidado, #saudemental"
145,2021-04-10,"""É hora de deixar o “e se” de lado. Decidir é mais importante"". (Jackeline Susann)  #livros #Amazon #leitura #autocuidado #autoconhecimento","#livros, #Amazon, #leitura, #autocuidado, #autoconhecimento"
151,2021-04-09,doida p terminar os trabalho p tomar um delicioso baño passar cleme e parfum comer um ranguinho e sentar no sofa p ver arrested development com meu conje #AUTOCUIDADO!!!!!,#AUTOCUIDADO
152,2021-04-09,"Se posicionar, falar sinceramente dos seus sentimentos com uma pessoa, principalmente se defendendo é libertador. Acredito que esteja começando a #cura, #autocuidado, #autoconfiança, finalmente estou começando a cuidar de mim.","#cura, #autocuidado, #autoconfiança"
161,2021-04-09,"Depois de um certo tempo,passamos a nos conscientizar sobre aquele que nos machucava. Saúde em 1° lugar sempre! #saude #autocuidado #autoestima #vida 🌟🍊🍎😋🥗🌟🍊🍎😋🥗","#saude, #autocuidado, #autoestima, #vida"
163,2021-04-09,"Você ainda não chegou aonde queria, tudo bem! Mas olha o quanto você cresceu até aqui.  #autoconhecimento #Terapia #ansiedade #depressao #autocuidado #Psicologia","#autoconhecimento, #Terapia, #ansiedade, #depressao, #autocuidado, #Psicologia"
166,2021-04-08,Não há ninguém além de nós mesmos que deva estar no topo da nossa lista de prioridade. #amorproprio #autocuidado,"#amorproprio, #autocuidado"
167,2021-04-08,Aquela idade em que você não é velha o suficiente para tomar vacina e nem jovem o suficiente para ser covideira assintomática... Se cuida... #mulherdequarenta #autocuidado #vacina #pandemia #viral,"#mulherdequarenta, #autocuidado, #vacina, #pandemia, #viral"
175,2021-04-08,"Você é muito forte! Mas muito em breve, quando bradar “SOBREVIVI” vai se dar conta que nem sonhava que essa força era tão grande assim!  #autocuidado #penseesintapositivo #agradeça #perdoe","#autocuidado, #penseesintapositivo, #agradeça, #perdoe"
177,2021-04-08,vou deixar pra ler notícia ruim só a partir das 11h #autocuidado,#autocuidado
189,2021-04-06,Entendam. Nós mulheres queremos conforto e ninguém nos dizendo o que devemos ser ou usar. Ponto.  #liberdade #autoestima #autocuidado,"#liberdade, #autoestima, #autocuidado"
214,2021-04-05,"Se você, meu amigo, tem sentido a ansiedade aflorar, sinta-se abraçado!  Procure observar o que você feito para cuidar de si.  Por aqui atividade física, estudos e concentrar em mim, tem salvado.  #selfcare #autocuidado #pensamentovisual #desingthinking #artedaconversa","#selfcare, #autocuidado, #pensamentovisual, #desingthinking, #artedaconversa"
221,2021-04-04,@acopaliice #autocuidado delas kkkk,#autocuidado
230,2021-04-03,Eu trouxe a bike da @StudioVelocity para minha casa. Agora temos um pouco de movimento para esses dias sombrios de quarentena! #bike #autocuidado,"#bike, #autocuidado"
237,2021-04-03,enquanto o cego não tem nada! . . #autoconhecimento #despertar #consciencia #expansaodaconsciencia #espiritualidade #sabedoria #equilibrio #buscainterior #despertarespiritual #vidaabundante #abundancia #inteligenciaemocional #reflexion #saudemental #autocuidado,"#autoconhecimento, #despertar, #consciencia, #expansaodaconsciencia, #espiritualidade, #sabedoria, #equilibrio, #buscainterior, #despertarespiritual, #vidaabundante, #abundancia, #inteligenciaemocional, #reflexion, #saudemental, #autocuidado"
247,2021-04-02,Máxima gratidão aos meus ancestrais e você pelo que você é grato?!?  #gratidão #energia #ancestralidade  #saudemental #reflexao #autocuidado,"#gratidão, #energia, #ancestralidade, #saudemental, #reflexao, #autocuidado"
260,2021-04-02,Bati a gilette no box pra mim mesmo #AutoCuidado,#AutoCuidado
281,2021-03-31,"Precisamos cuidar de nós para cuidar dos outros! 😉 Como está seu autocuidado? A Me Cuido em Casa, quer saber. @KITMECUIDOEMCASA #kitmecuidoemcasa #mecuido #cuidardesiparacuidardosoutros #autocuidado #autoestimafeminina #autoestima #diadasmaes #saúde #terapia","#kitmecuidoemcasa, #mecuido, #cuidardesiparacuidardosoutros, #autocuidado, #autoestimafeminina, #autoestima, #diadasmaes, #saúde, #terapia"
284,2021-03-31,tomar mais um banho gelado p/ almoçar o sururu de vovó lina #autocuidado,#autocuidado
294,2021-03-29,"Começamos a entender a vida, quando percebemos que o descanso se faz necessário durante o progresso. Tirar um tempo para você, para cuidar e pensar em você, é importante o quanto ser produtivo. Pausas também são importantes, desacelere e descanse.  #SaudeMental  #autocuidado","#SaudeMental, #autocuidado"
298,2021-03-29,Tudo isso vai passar. Mas ainda vai demorar. Se cuida!  #pandemia2021 #covid19 #useMascara #laveasmaos #eviteaglomerações #Distanciamentosocial #estresse #cansaço #depressão #ansiedade #saudemental #autocuidado #amorproprio #equilíbrioemocional,"#pandemia2021, #covid19, #useMascara, #laveasmaos, #eviteaglomerações, #Distanciamentosocial, #estresse, #cansaço, #depressão, #ansiedade, #saudemental, #autocuidado, #amorproprio, #equilíbrioemocional"
299,2021-03-29,essa semana viverei apenas pra ver chegar aqui e comer horrores o ovo de páscoa que comprei pra mim mesma #autocuidado,#autocuidado
306,2021-03-29,"Quando você se compara, você perde! 👊🏼💋 #autocuidado #maiacosmeticos #makeup #empoderamentofeminino","#autocuidado, #maiacosmeticos, #makeup, #empoderamentofeminino"
311,2021-03-28,"cada qual que lave sua roupa intima na mão, na hora do banho. Sinceridade, é muita preguiça e falta de cuidado deixar pra lavar na maquina, sua roupa intima. #prontofalei #autocuidado #estavapensando","#prontofalei, #autocuidado, #estavapensando"
313,2021-03-27,"dps d 4 meses nasceu um queloide no piercing, ai eu tirei ele. Perdi o piercing, achei dps d 3 dias, arranquei o queloide na unha, cutuquei e reabri o furo c uma agulha e coloquei o piercing no nariz sangrando     #autocuidado",#autocuidado
317,2021-03-27,"Se você não veio de uma família emocionalmente saudável, comece o seu processo de cura para que uma família emocionalmente saudável venha de você!  #inteligenciaemocional #autocuidado #terapia","#inteligenciaemocional, #autocuidado, #terapia"
318,2021-03-27,Uma mulher com a juba bem cuidada e a skincare em dia não quer guerra com ninguém! 🧖🏼‍♀️#autocuidado #tentandomanterasanidade #FICAEMCASA,"#autocuidado, #tentandomanterasanidade, #FICAEMCASA"
320,2021-03-27,"O auto-cuidado que se esconde atrás da imagem: Oração, meditação, café quentinho e todas as estratégia de bem-estar que nós pudermos ter nesse sábado!! Faça por você!  🤍 #modaqueliberta #autocuidado","#modaqueliberta, #autocuidado"
321,2021-03-27,Saber desistir de uma  situação é mais difícil e por vezes mais importante do que insistir.  Largue mão do que não te serve. #autoamor #autocuidado,"#autoamor, #autocuidado"
347,2021-03-24,"Auto cuidado vai muito além de cabelo hidratado, uma pele hidratada, rotina de skincare em dia. É dar a você, a mesma atenção que você dá aos outros. Vai muito além da estética.  #psicoterapia #autocuidado #menteabierta #equilibrioemocional","#psicoterapia, #autocuidado, #menteabierta, #equilibrioemocional"
348,2021-03-24,Brasil de luto com tantas mortes. Isso exige atenção também a nossa saúde mental. Cuidemos de nós e do outro. Pedir ajuda não é fraqueza. É  inteligência.  #pandemia #saudemental #Psicologia #saiajustanognt #sessaodeterapia #autocuidado,"#pandemia, #saudemental, #Psicologia, #saiajustanognt, #sessaodeterapia, #autocuidado"
351,2021-03-23,"Faça a escolha certa de quem você irá dividir energias. Alguns somam, outros sugam.  #seliga #autocuidado","#seliga, #autocuidado"
352,2021-03-23,"Guardo até hoje essa frase da minha terapeuta: ""As vezes precisamos sair da ilha para voltar para a ilha"" Ou seja, sempre que necessário precisamos se distanciar de tudo um pouco para voltarmos melhores  Onde você precisa se recolher e voltar mais forte na vida? 🌿  #autocuidado",#autocuidado
358,2021-03-23,"Teu corpo é lar, cada pelezinha que te cobre guarda tuas histórias com macieza e empatia. Você é um lugar bom, se retribua. 🙇‍♀️  #empatia #autocuidado #leveza","#empatia, #autocuidado, #leveza"
361,2021-03-22,"Tenho duas provas pra fazer , uma de #AutoCuidado #EticaProfissionalDeEnfermagem nn estudei né um pouquinho 🤦🏾‍♀️","#AutoCuidado, #EticaProfissionalDeEnfermagem"
363,2021-03-22,"Estética é autoestima, autoestima é bem-estar, bem-estar é saúde!  #BemEstar #massagem #cuidado #autoestima #autocuidado","#BemEstar, #massagem, #cuidado, #autoestima, #autocuidado"
364,2021-03-21,Você ainda pode parcelar em até 2x sem juros!! ❤ #Cilios  #CiliosDeDiva #CiliosPerfeitos #Eyelashes #EyelashLift #Lashes #LashLifting #LashLove #LashLife #LashLover #LashLift #MuitoAmor #Beleza #Beauty #Autoestima #Mulher #Work #Felicidade #Brasilia #DF #Autocuidado,"#Cilios, #CiliosDeDiva, #CiliosPerfeitos, #Eyelashes, #EyelashLift, #Lashes, #LashLifting, #LashLove, #LashLife, #LashLover, #LashLift, #MuitoAmor, #Beleza, #Beauty, #Autoestima, #Mulher, #Work, #Felicidade, #Brasilia, #DF, #Autocuidado"
367,2021-03-21,LEMBRETE                  Pare de se cobra tanto!👍🏼 #suficiente #autocuidado,"#suficiente, #autocuidado"
370,2021-03-20,A pessoa que acaba com sua saúde mental não pode ser o amor da sua vida.   #sabadou #saudemental #autocuidado,"#sabadou, #saudemental, #autocuidado"
372,2021-03-19,@comambrioches Você devia tentar #autocuidado,#autocuidado
373,2021-03-19,"Um banho relaxante, cuidados com a pele de roupão ou um filme na cama?   Cada pessoa tem seu jeito único de curtir a noite de sexta. Qual é o seu? ✌️  #ARTEX #banho #roupadecama #sono #autocuidado","#ARTEX, #banho, #roupadecama, #sono, #autocuidado"
375,2021-03-19,"Mulher, se coloque em 1° lugar SEMPRE! ❤️  #autocuidado #autoamor #mulheres","#autocuidado, #autoamor, #mulheres"
378,2021-03-18,"Só porque você escolheu conservar sua energia e não brigar com alguém, não significa que está admitindo seu erro. Você apenas está decidindo que não vale a pena gastar sua energia. 👊🏻   #autocuidado #sepoupe #psicologia #amorproprio","#autocuidado, #sepoupe, #psicologia, #amorproprio"
379,2021-03-18,"Ei, colega psi!  Você aumentou seu AUTOCUIDADO na medida que aumentaram suas demandas de trabalho?  #psicologia #autocuidado","#psicologia, #autocuidado"
380,2021-03-18,"Fechar os olhos, banho, comer, descansar, cortar as unhas, tomar um café É AUTOCUIDADO! Todo cuidado que você tem com você mesma é autocuidado. Não estamos em tempo de ""gourmetizar"" isso não. #autocuidado",#autocuidado
383,2021-03-18,"""Nesses tempos tão difíceis, não se trata de forçar a felicidade. Trata-se de não deixar a tristeza vencer..."" Bom día  #autoconhecimento  #Autocuidado","#autoconhecimento, #Autocuidado"
386,2021-03-17,"""Aprenda a calar a boca dos outros, sem ter que abrir a sua.""  #autocuidado #saudementa","#autocuidado, #saudementa"
388,2021-03-17,"Mesmo em casa, use filtro solar, pq a luz do computador, do celular, faz o mesmo efeito do sol na nossa pele. #autocuidado",#autocuidado
393,2021-03-16,"Véspera de cirurgia, eu tô como, ansiosa pra KCT. Trabalho até 17h, correr pra clínica cirurgia, ir pra casa me recuperar, pois na segunda feira volto ao trabalho. #autocuidado  #17boletosdemilão","#autocuidado, #17boletosdemilão"
394,2021-03-16,"Não é momento de abraçar, mas nunca foi tão necessário acolher.  #SaudeMental #Covid_19 #COVID #autocuidado #cabofrio","#SaudeMental, #Covid_19, #COVID, #autocuidado, #cabofrio"
398,2021-03-16,pensando em não assistir a aula hoje e focar na terapia #autocuidado,#autocuidado
406,2021-03-15,"#AUTOCUIDADO   O lockdown da pessoa de nível superior, do concursado, é diferente do lockdown do ambulante.",#AUTOCUIDADO
407,2021-03-15,"Se a segunda-feira, fosse um sentimento seu, Qual você seria??? #reflexao #autocuidado #saudemental #autoconhecimento","#reflexao, #autocuidado, #saudemental, #autoconhecimento"
421,2021-03-13,Todo sábado de manhã tenho terapia. É o momento que me dou junto a um profissional para cuidar do que me afligiu durante a semana. #terapia #Psicologia #autocuidado #selfcare,"#terapia, #Psicologia, #autocuidado, #selfcare"
427,2021-03-12,Não tire a mascara! #arteeducação #donademin #integrapoesia #FiqueEmCasasepuder #hastag #jogodavelha #integrapoesia #artederua #movimentação #autocuidado #esseanonãomorro,"#arteeducação, #donademin, #integrapoesia, #FiqueEmCasasepuder, #hastag, #jogodavelha, #integrapoesia, #artederua, #movimentação, #autocuidado, #esseanonãomorro"
431,2021-03-10,Pessoal vou começar uma sequência de post sobre #autocuidado então sigam meu insta profissional e me ajudem compartilhando os posts. Tempos difíceis precisamos tentar nos cuidar,#autocuidado
435,2021-03-09,"a #dependênciaquímica vai além do uso, por trás dessa dela existe uma falta, um vazio e uma carência que tentamos suprir através do ""objeto"" -drogas-  Por isso devemos fortalecer e buscar nosso #autocuidado  que vem junto ao nosso #autoconhecimento   #psicologiaclinica","#dependênciaquímica, #autocuidado, #autoconhecimento, #psicologiaclinica"
439,2021-03-08,"Cansaço psicológico é mil vezes  pior do que o cansaço físico.  Pratique o auto-cuidado, eu pratico e é muito bom.  #autocuidado #cansaçopsicológico #cansaço #mental #saudemental #CuideSe","#autocuidado, #cansaçopsicológico, #cansaço, #mental, #saudemental, #CuideSe"
446,2021-03-07,agora eu vou ficar no tiktok até as 4 da manhã e depois dormir #autocuidado,#autocuidado
448,2021-03-07,A melhor dica de saúde mental em tempos de crise? Use sua experiência do passado: repita o que te acalmou e se afaste do que te fez mal. Espero que consiga toda ajuda que precisa para descobrir formas de ser feliz em meio a esse caos!  #terapia #autocuidado #pandemia #saudemental,"#terapia, #autocuidado, #pandemia, #saudemental"
451,2021-03-06,"Hoje, após aproximadamente 20 horas sem tomar banho, pude perceber uma crescente onda de pensamentos negativos invadirem minha mente. Agora, se ambos os fatos estão interligados, deixo essa questão no ar. #lockdown #autocuidado #cuidese","#lockdown, #autocuidado, #cuidese"
462,2021-03-05,Bom dia! já fez algo por você hj?  • Beba água; • Alimente-se bem; • Faça exercícios físicos regulares.  AUTOCUIDADO 🌱💚 APEGUE-SE AO QUE TE FAZ BEM!  #autocuidado #saude #alimentacao #comerbem #exerciciosfisicos #agua,"#autocuidado, #saude, #alimentacao, #comerbem, #exerciciosfisicos, #agua"
473,2021-03-03,"Venha, desbravar-se... a psicoterapia é uma jornada de autoconhecimento e, consequentemente, de autocuidado. Aventure-se em si mesmo e floresça!  #psicologia #psicanalise #psicoterapia #autoconhecimento #autocuidado #saudeemocional #saudemental #crescimentopessoal #criatividade","#psicologia, #psicanalise, #psicoterapia, #autoconhecimento, #autocuidado, #saudeemocional, #saudemental, #crescimentopessoal, #criatividade"
481,2021-03-02,Cuidar de si é o gesto mais singelo e importante que você pode ter consigo mesmo. #saudemental #psicoterpia #autoestima  #autocuidado #PsicoTwitter #Psicologia,"#saudemental, #psicoterpia, #autoestima, #autocuidado, #PsicoTwitter, #Psicologia"
482,2021-03-02,"""não tô sendo falsa tô sendo vddra comigo"" issoo #autocuidado",#autocuidado
483,2021-03-02,"Nossa melhor performance ocorre quando tudo está bem dentro da gente. Não é egoísmo tirar um tempo para si, se apaixone por cuidar de você. 💙 #Psicologia #autocuidado","#Psicologia, #autocuidado"
485,2021-03-02,"Por isso, alerto as mulheres para a importância do exame papanicolau e outros exames preventivos. Vamos nos cuidar?! 💜 #marçolilás #autocuidado #saúdedamulher","#marçolilás, #autocuidado, #saúdedamulher"
488,2021-03-02,"pedi marmitex do melhor restaurante da cidade, a bisteca do caipirinha. nele vem: arroz, feijão, bisteca bovina acebolada, ovo frito, salada de tomate e cebola, e um bom-bocado de brinde. abrirei uma cerveja pra acompanhar e, depois, sesta.  #autocuidado #selfcare","#autocuidado, #selfcare"
499,2021-02-28,"É curioso como a definição de #autocuidado é depauperada entre alguns amigos #homens. Fica bem evidente especialmente quando alguns dizem que pra cuidar da #saúde mental, por exemplo, precisam aglomerar por ai e derrubar uma garrafa de vodka com alguma coisa...","#autocuidado, #homens, #saúde"
501,2021-02-28,agora banho sentada pra manter a carcaça limpinha #autocuidado,#autocuidado
503,2021-02-28,"Um dia lindo, uma caminhada na praia, um treininho de leve, um suco de cupuaçu e uma sensação deliciosa para começar o domingo! #bomdia #autocuidado","#bomdia, #autocuidado"
510,2021-02-27,Tendo comigo pela primeira vez #autocuidado,#autocuidado
513,2021-02-27,mutei a aba da reunião qdo essa praga começou a falar #saudemental #autocuidado,"#saudemental, #autocuidado"
514,2021-02-27,"A coisa é a seguinte: a gente precisa sobreviver, bora cuidar de si, do outro.   #cuidado #autocuidado #COVID19","#cuidado, #autocuidado, #COVID19"
515,2021-02-26,"#Curta a sua #Vida . Na #realzão. Por exem., amanhã cuidarei das minhas coisas: #organização . Já #Domingo gostaria de um #spaday , c/ um detalhe: permitir q os outros cuidem de mim: #cabelo , #massagem , #unhas , #makeup . O #autocuidado é bom, mas dar lugar a outros é bom tb.✌","#Curta, #Vida, #realzão, #organização, #Domingo, #spaday, #cabelo, #massagem, #unhas, #makeup, #autocuidado"
516,2021-02-26,"Eu queria me ver, mas descobri que é só olhar para dentro. #autoimagem #autoestima #Autocuidado","#autoimagem, #autoestima, #Autocuidado"
517,2021-02-26,"Sextou, Deus no comando, eu profetizando, peças se encaixando e no geral tudo fluindo! Não desista jamais de você mesma! 🍀💖 #autocuidado",#autocuidado
529,2021-02-25,A autossabotagem custa caro. Porque entendemos que sempre haverá obstáculos grandes demais para realizarmos nossos sonhos.  #psicologia #autocuidado #autoconhecimento #empatia,"#psicologia, #autocuidado, #autoconhecimento, #empatia"
531,2021-02-25,@cherryow0 concordo #autocuidado,#autocuidado
533,2021-02-24,"Oi, twitter! 🍑 #skincare #cuidadoscomapele #dicas #autocuidado","#skincare, #cuidadoscomapele, #dicas, #autocuidado"
540,2021-02-23,Se cuidar também é decidir.  #autocuidado #mulheresnegrasdecidem,"#autocuidado, #mulheresnegrasdecidem"
561,2021-02-19,"""Você está fazendo mais pelo outro do que para você?""  #amorproprio #autocuidado #autoconhecimento","#amorproprio, #autocuidado, #autoconhecimento"
575,2021-02-18,Cuidar de si não significa “somente eu”. Significa “eu também “! #vidademae #autocuidado #mamaeslim #denisekostapersonal,"#vidademae, #autocuidado, #mamaeslim, #denisekostapersonal"
576,2021-02-17,com pirci da inicial do meu nome #autoestima #autocuidado,"#autoestima, #autocuidado"
580,2021-02-17,Hj eu tomei um tang aí decidi não fumar #autocuidado,#autocuidado
589,2021-02-16,"Em meio a situação caótica que vivemos, como está o seu #autocuidado psicológico? #psicologia #bemestar #qualidadedevida","#autocuidado, #psicologia, #bemestar, #qualidadedevida"
600,2021-02-14,"gostando da pessoa errada menos tempo irá ter com a pessoa certa, desejo tudo de bom para vcs, se cuidem e se hidratem!! :) #autocuidado #saúdemental #seameprimeiro","#autocuidado, #saúdemental, #seameprimeiro"
605,2021-02-14,"Neste primeiro episódio, a educadora Ellaine Del Boni guia uma meditação voltada para a ""Concentração"". ⠀⠀⠀ Até dia 28/3, todo domingo, às 10h, estará disponível um novo vídeo com uma meditação diferente para você praticar quando quiser.🙏🏽  #Meditação #Respiração #Autocuidado","#Meditação, #Respiração, #Autocuidado"
608,2021-02-13,"Só pra dizer que pedalei 1h50min, hoje, e tô muito orgulhosa de mim. 🚴🏻‍♀️ #autocuidado #pequenasalegrias","#autocuidado, #pequenasalegrias"
611,2021-02-11,Conquistar a si mesmo é uma tarefa maior do que conquistar os outros.   #amorpropio #amoramor #sabedoria #bemestar #Psicologia #Psicologo #autocontrole #autocuidado #autoconhecimento,"#amorpropio, #amoramor, #sabedoria, #bemestar, #Psicologia, #Psicologo, #autocontrole, #autocuidado, #autoconhecimento"
614,2021-02-11,Chino pa cenar e isla #autocuidado,#autocuidado
619,2021-02-10,Acupuntura é um negócio doído. Tu entra cheia de dor Toma força de agulhada E sai novinha em folha Sem dores  #acupuntura #fisioterapia #novocomeço #agulhadas #tovelha #idadechegaparatodos #bocudaindelikda #bocudaindelicada #autocuidado #saude #saudeemprimeirolugar #vemvacina,"#acupuntura, #fisioterapia, #novocomeço, #agulhadas, #tovelha, #idadechegaparatodos, #bocudaindelikda, #bocudaindelicada, #autocuidado, #saude, #saudeemprimeirolugar, #vemvacina"
620,2021-02-09,"Minha Psicóloga disse!  Se você levar tudo para lado pessoal, viverá ofendida a maior parte da sua vida. Lembre-se de que as pessoas não fazem coisas para você, as pessoas fazem coisas e você decide se elas te afetam ou não #saudemental #autocuidado","#saudemental, #autocuidado"
624,2021-02-08,"O melhor insight da vida, foi perceber que nos últimos 10 anos meu inconsciente me capacitou a não aceitar mixarias como demonstração de amor líquida, hoje aqui só entra o que é sólido!!! #insigth #terapiaévida #terapia #autocuidado #autodescoberta","#insigth, #terapiaévida, #terapia, #autocuidado, #autodescoberta"
626,2021-02-08,Não é sobre quem te acha Bonita (o). É sobre quem te faz se sentir assim! #responsabilidadeemocional #ResponsabilidadAfectiva #autocuidado #amor #valorização,"#responsabilidadeemocional, #ResponsabilidadAfectiva, #autocuidado, #amor, #valorização"
629,2021-02-07,"@FePaesLeme @koka_lucas Justamente! Ele foi sábio, um mundo inteiro aqui p ele ❤️ #autocuidado #BBB21 #foramanipuladores","#autocuidado, #BBB21, #foramanipuladores"
635,2021-02-05,"Identificar os gatilhos mentais que lhe afetam é parte de um processo de autoconhecimento. A fobia social, por exemplo, afeta até 15% da população mundial e interfere em nosso comportamento e comunicação. #gatilho #autocuidado","#gatilho, #autocuidado"
636,2021-02-05,"Cuide-se sempre, mas em momentos difíceis, cuide-se em dobro.  #autocuidado",#autocuidado
642,2021-02-03,Como você tem alimentado sua mente ? #autocuidado,#autocuidado
644,2021-02-03,"Significa estar em harmonia e equilíbrio consigo mesmo, e isso transcende prazeres momentâneos.  Pratique o autocuidado e promova o bem estar e qualidade de vida. Isso é muito importante!  #autocuidado #esseéoplano #UnimedCuiabá #cuidarétododia","#autocuidado, #esseéoplano, #UnimedCuiabá, #cuidarétododia"
645,2021-02-03,Tão feliz pq fiz uma comidinha com carinho e saudável do jeito que eu gosto  só  pra mim. #autocuidado,#autocuidado
649,2021-02-02,"Gente, muito chocada. Amiga que recebeu na cara aquelas bombas em 2013 nas manifestações me falou que por causa do calor feridas abriram novamente, e não quer ir no posto por causa da COVID #vidasnegrasimportam #autocuidado","#vidasnegrasimportam, #autocuidado"
653,2021-02-02,"Querer ser feliz a todo momento é utópico, quão alta seria a montanha se não houvesse o vale ou até mesmo que valor se daria a um dia de sol se o tempo nunca nublasse? Respeite o seu momento! ☀️⛈   #AutoCuidado #Felicidades","#AutoCuidado, #Felicidades"
655,2021-02-01,Que tal começar fevereiro tratando-se bem?!? #autocuidado #skincare #skincareroutine #duplocuidado,"#autocuidado, #skincare, #skincareroutine, #duplocuidado"
663,2021-01-31,"A pessoa passa a semana inteira criando conteúdo sobre autocuidado, o corpo ser um templo... no final de semana tá aglomerando de forma irresponsável. Enfim... a hipocrisia!#autocuidado #COVID #isolamento #quarentena #gratidao","#autocuidado, #COVID, #isolamento, #quarentena, #gratidao"
664,2021-01-31,"Você não é PERFEITA ou a mulher maravilha, você pode ERRAR! Não permita que a autocrítica limite a sua capacidade de superar essa situação.  #autoestima #autocuidado #autoconfiança #Psicologia","#autoestima, #autocuidado, #autoconfiança, #Psicologia"
