,texts,targets
11749,"@agathagouveaa Passei por milhões de problemas psicológicos,e nunca o motivo do meu transtorno de ansiedade foi pq me chamavam de guri apenas por ser lesbica,ninguém comete suicidio por errar um pronome",4
2063,eu to com o corpo todo coisado de tanta ansiedade,0
12329,Só de pensar que ano que vem eu vou ter 17 anos e vou estar no 3° me dá tanta ansiedade que da vontade de cometer suicídio,4
5120,Muito legal esse quadro do #Fantástico sobre ansiedade. As vezes a falta de entendimento sobre essa doença atrapalha na busca por um tratamento e na empatia daqueles que estão no entorno.,1
10206,"A depressão e a ansiedade me seguiram... literalmente, me seguiram mesmo aqui no twitter",3
9790,"@camilaloures Obrigada por alegrar todos os meus dias, por fazer eu sorrir mesmo sem te conhecer, mas um dia irei te conhecer, obgd por existir na minha vida 😍❤️ tô conseguindo sair da depressão por causa de vc, por causa dos seus vídeos, tô conseguindo controlar minhas crises de ansiedade",3
10744,"Ninguém estar bem nessa quarentena. a ansiedade e a depressão andam juntos nessa Lockdown, fazendo você se importa com tudo mais ao mesmo tempo com nada, mais o que mais mata é aguentar tudo isso e ainda continuar sorrindo.",3
8257,"@QuebrandoOTabu Um pouco melhor que no começo e na metade, sem mais EAD pra eu surtar e tals... Aceitei o afastamento de alguns (não 100% mas reduzi o choro pra 5vezes na semana) consegui me livrar da depressão no começo do ano e foi libertador! Ainda tem a ansiedade mas mas em geral, tudo ótimo",3
12873,"pela primeira vez desde q descobri q sofro com transtorno de ansiedade, essa ta sendo a primeira semana q eu to tendo crises em todos os dias, eu nunca estive tão perto do suicídio como nessa semana, eu não sei se tenho mais força pra aguentar tudo isso sozinho",4
3873,"Fui na psicóloga e ela disse que eu tenho uma ansiedade fortíssima e sinais de depressão, vou começar a fazer terapia e tomar remédio 🙂",1
6387,Q ODIO CRISE D ANSIEDADE FUDIDA DO CRL,2
10237,"Ansiedade atacando, depressão atacando, tô entrando em crise, se eu for no banheiro eu vou chorar",3
6909,fui de uma crise de riso pra uma crise de ansiedade o jeito q minha vida é uma montanha russa é diferente eu so queria me jogar qnd tivesse la no alto,2
338,todo dia uma joana diferente colocando som de chuva de fundo pra dormir tranquila e não morrer por conta de toda merda causada pela ansiedade,0
5848,Pior coisa é ter crise de ansiedade do nada,2
3413,e se tu tem certeza que sofre de ansiedade cronica e tem privilegio suficiente pra poder passar num psiquiatra faça isso pq sua vida vai melhorar e ai vc vai entender mais sua doença e poder conversar e trocar ideia com quem tb sofre da msm coisa,1
5591,Gente vocês já começaram a ter uma crise de ansiedade no meio do seu sono? Hoje eu tive pela primeira vez...Na verdade eu tô tendo até Agora,2
4384,"@eduardafrego Não cheguei a usar no tragos, usei na fossa escafoíde. Estou falando como profissional/professor de auriculoterapia (tratamento que usa o pavilhão auricular pra tratamento de ansiedade, dores, estresse, etc) kkkk dou aula e entendo mais sobre orelha do que muita coisa é no caso +",1
7547,"Essa crise de ansiedade ainda vai me matar, já é 05:40 e eu não dormi nada",2
12650,"@_ddaengH . BTS me ajudou em vários momentos da minha vida que eu passei dificuldade, quando eu não tinha motivação, crises de ansiedade até mesmo minhas tentativas de suicídio eles estiveram lá e me levantaram...tem muito pra conta porém não cadê aqui, eu daria minha vida por eles...",4
1025,"Ansiedade e insegurança batendo juntas. Ah nao, que saco",0
6121,Domingo é o dia oficial de eu ter crise de ansiedade seguido de crise de pânico kkkkkkkkk aí não aguento +,2
7600,"Ba tá cada vez pior minhas crises de ansiedade, cada vez vem mais forte e eu só penso em sumir, parece que vou acabar morrendo sufocada",2
2318,"Hoje eu tô muito doidja, só nos pico. Pico de ansiedade.",0
798,"Daqui que chegue quarta, 21:30, eu já morri de ansiedade",0
13248,depressao solidao trevas ansiedade suicidio,4
4012,"@textoscrueis Paga minhas sessões de terapia e os meus remédios de ansiedade  E além de tudo, devolve a minha carteira de couro que eu te dei",1
3555,@NylaniaRay Você faz tratamento para ansiedade?,1
10513,"Quando vocês lidam com pessoas que tem transtorno de ansiedade, depressão vocês não têm obrigação de fazer a pessoa se sentir bem, mas é obrigação não levar gatilhos pras pessoas.  A coisa mais ruim é conviver com essas doenças.",3
4174,trabalhar pra fazer terapia pq não é fácil não a vida de quem tem ansiedade,1
3913,"tipo não faz sentido eu tenho síndrome do pânico, ansiedade etc por causa dos meus pais e eles pagam terapia pra mim e depois vão lá e fodem tudo dnv cmg, a vão a merda",1
6107,"tem gente que fica com fome quando tem crise de ansiedade, já comigo não, fico sem fome, e fico assim até a crise passar, pode durar semanas sem conseguir comer direito, horrível isso, mano",2
13366,"nuu, tava esquecendo BEM VINDO SETEMBROO 💛🎗  eu to esperando o povo q eu conheço que fala q depressão, ansiedade, suicídio e etc, é drama o ano inteiro e chega agr, qr fzr mo texto....",4
636,@Lilicfsal A ansiedade por amanhã comeu o a 😂😂,0
10910,"@tantotupiassu Tanto, esse ano entrei num grupo de estudos sobre comunicação não-violenta. Duas das mulheres dele trabalham numa empresa dessas que regula condomínios. Os porteiros são o cargo que mais sofre de ansiedade, depressão e que cometem suicidios, devido a esse tipo de coisa.",3
2530,Essa ansiedade me faz ter vontade de comer o tempo todo aff,0
5966,"Crise de ansiedade do crl, vsf",2
8888,"parece que meu setor ta vivendo uma crise de ansiedade, todas minhas amigas falaram que estão com cansaço emocional, parece o coronavirus da depressão atacando",3
5655,"Ontem de madrugada tive um surto de ansiedade, e o yohan passou madrugada cmg no telefone e sempre pra ele que eu corro...",2
11337,O cigarro sessa o meu choro e acalma a minha ansiedade porque sei que eu tô cometendo um suicídio lento,4
4143,"Minha namorada: vou sair com um amigo.   Eu: tudo bem, amor.   Minha ansiedade: e aí, vamos conversar?   ( Preciso de um psicólogo urgente)",1
13434,"Já que é Janeiro Branco, sempre bom lembrar que:  Desabafo não é terapia Amigo não é psicólogo Cerveja não é medicação Depressão não é falta de Deus Ansiedade não é frescura Suicídio não é covardia E teste de internet não é diagnóstico Procurem um profissional. Cuidem de vocês.😘",4
12342,foque no personagem e engatilhe coloque o suicidio a ansiedade a depressão os homicídios em um personagem. coloque as desgraças do mundo numa cena ou no diálogo. não peça dicas isso é sobre você.,4
355,Saiba Dizer não a ansiedade  #SaibaDizerNaoSP #SDNNorte,0
13484,"@SuperTataLopes Somos uma das categorias com maiores índices de depressão, ansiedade, e suicídio entre os profissionais. O número de professores que se aposentam por invalidez é enorme. Essas são as atitudes que causam esses problemas!",4
13049,"Sempre falo sobre saúde mental pq sofro de depressão severa e transtorno de ansiedade generalizada. Suicídio por depressão é real, se estiver se sentindo triste e quiser conversar pode me mandar mensagem. Minha dm tá aberta",4
4727,eu procuro terapia pra ansiedade nos meus hobbies e hoje comecei um novo que acho que vai se tornar meu preferido hihihi,1
5918,"Eu tive uma crise de ansiedade no colégio, me desesperei pq não conseguia respirar , tive que vim embora pra casa 🤦",2
7928,"Ter crise de ansiedade é a pior coisa do mundo, não ter nenhum controle sobre tuas próprias emoções e pensamentos",2
10398,"@fuckingromanoff GUI PELO AMOR DE DEUS SIM  se o povo soubesse como realmente é ter ansiedade, depressão ou qualquer outro transtorno, não ficariam se autodiagnosticando com teste de internet. ÓDIO.",3
8569,@killemwithgrace simm!!!! amiga ter ansiedade e depressão é mt ruim!!! pq pro mundo vc parece meio doida,3
9490,As vezes depressão e ansiedade e a solução pra tudo 🤷🏼‍♂️💆🏽‍♂️,3
12470,"Acabei de ver uma pesquisa e nela tinha uma lista de doenças que mais matam no mundo e a depressão/ansiedade está em primeiro lugar, ultrapassando até mesmo o câncer... Estamos vivendo um tempo totalmente complicado e suicídio não é coisa simples nem muito menos brincadeira.",4
10433,"Enfim pessoas lindas, não passem vergonha. Nenhum tarólogo, astrólogo, quiropraticista ou os caralhos vai resolver problemas como ansiedade, depressão baixa autoestima e dificuldades de socialização.  Tenham bom senso e procurem terapia sempre que puderem",3
5026,Cada um tem a terapia que merece! Eu hj falei para minha psicóloga que estava fazendo meu diagnóstico sem autorização dela kkk Começam a dar risadas!!!! #ansiedade #leveza #terapia #vivendocomleveza,1
7949,"@OderpM A menina dizendo q teve crise de ansiedade calminha assim, sendo q quem tem de verdada sabe q n eh desse jeito né",2
375,mil anos atrás conheci uma menina que dizia que a ansiedade é como um carro afogado. você pisa tanto no acelerador que o motor paralisa por excesso de combustível.,0
1557,camila ainda vai me matar de ansiedade pelo lead single do cc2,0
12059,"@lizephyros O bullying fez com que eu desenvolvesse ansiedade e depressão desde a infância (sofro até hj) e tentei suicidio diversas vezes, me automultilei ,problemas com auto estima, insegurança, déficit de atenção entre vários outros transtornos que nunca conseguir me curar",4
12778,Eu amo a forma q as pessoas me julgam pelo sorriso de todo dia e não sabem nem da metade das coisas q eu já passei pra estar simplesmente VIVA  Se ansiedade e depressão fossem frescura eu jamais teria pensado em suicídio milhares de vezes,4
1457,Por que tem que ser tão difícil tentar cuidar dos amigos? Ainda mais quando as pessoas tem diversos problemas como ansiedade e depressão. Eu quero mesmo que as pessoas saibam que podem contar comigo mas não dá sabe? Eu sei que com certeza a pessoa não se sente confortável+,0
3336,o noah falando que o garoto arrasou fazendo rap no set hoje mds gente será que esse filme vai ser musical ou algo relacionado a música mds netflix e noah urrea paguem minha terapia para eu aguentar minha ansiedade até esse filme sair,1
3790,"não sei como vou contar pra minha psicóloga o que aconteceu hoje, tô pressionada, não sei se ela vai me matar ou achar bom meu deus do céu como eu vou lidar com a ansiedade de contar pra ela e com a insegurança da reação 😬",1
8390,"minha mãe é a pessoa mais fofa do mundo, bixo nunca contei de ansiedade (só quando passa dos limites) e depressão pra ela e hoje quando falei por cima, pra ela n se preocupar, ela foi super atenciosa e disse q vai me ajudar com psicólogo e remédio, e ela acha isso  coisa de louco",3
3208,"@_Karines22 @itsnahh @_itscamiss eu também tenho ansiedade, diagnosticada mesmo! por isso que também não abro mão da terapia kkk é tudo um conjunto, emagrecimento é muito multidisciplinar",1
4921,"@KrisRutherf0rd É sim. Pq no último que eu fiz eu fiquei até o último momento, estudei o ano todo, fui na psicóloga para não desmaiar mais nas provas, dormi bem, fiz o meu lanche pra levar, fiz técnica de respiração para conter a minha ansiedade. Eu errei mais nas últimas questões por conta do+",1
6856,"Ontem foi minha prova de MKT e eu estudei o fds todo e mesmo assim não tava me sentindo preparada, minha crise de ansiedade começou a bater. Quase vomitei umas 3x na hora da prova. Precisava de 3,8 para passar e tirei 8,2.  Deus é bom ❤",2
9071,"vei,eu quero que essa ansiedade e depressão vá embora de uma vez por todas da minha vida,eu não aguento mais",3
2122,"E eu até gaguejando ""naaao, ta tudo bem"" geente meu coração acelerou kkkkkkkkkk falei que eu tinha ansiedade e talvez fosse isso, ele fez várias perguntas sobre o formulário que eu preenchi, e me ouvia de verdade, ele olhava pra mim e esperava minha resposta",0
2137,"Agora a ansiedade bateu, parece que foi ontem que eu tava comprando a passagem",0
6610,"caralho, como é horrível crise de ansiedade",2
1225,a ansiedade me pegou de um jeito que eu tô sofrendo desde ontem de manhã,0
11290,"Não sei como tem coragem, de verdade mesmo. Será que a consciência não pesa? Eu tenho foto minha jogada no hospital babando depois de ter tentado suicídio numa crise de ansiedade",4
3266,Queria botar minha família inteira numa caravana pra terapia e falar NINGUÉM VAI SAIR DAQUI até eu sentir que a ansiedade deste grupo teve ALGUM PROGRESSO,1
13024,cara minha ansiedade pra esse jogo do esquadrão suicida ta muito grande #DCFanDome,4
7655,hoje a crise de ansiedade tá acabando comigo,2
7921,"@itsclarinett É mesmo amiga. No meu caso acaba me dando até crises de ansiedade e minha mente fica a mil sem trégua, então tive que me acalmar, me abraçar e me fazer esquecer do problema. Fuja amiga, esqueça. Quando vier na tua cabeça, pensa em outra coisa.",2
5123,"@kingofawkward99 Eu ia experimentar mas minha Psico falou que isso ia lenhar minha ansiedade e como ela desconfia que eu tenha transtorno de ansiedade generalizado (o que eu vejo sentido) eu simplesmente desisti, mas oportunidade N faltou",1
4436,"Iniciei meu tratamento para TDAH no dia 15/06, tomando bupium e já percebi grande melhora com relação a ansiedade e também diminuição de sono mas permaneço no aguardo da ritalina 🤗",1
9353,* Meu avô falando q eu vou chegar até os 90 anos *   Minha depressão e ansiedade: KKKKKKKKq piada boa,3
5417,Todo mundo quer opinar na minha ansiedade mas ninguém quer pagar meu psicólogo,1
10845,eu não sei explicar como é quanto gosto de uma amiga e como me sinto insuficiente pra ser amiga dela pois tenho problemas comigo mesma chego a dizer de saúde ansiedade e depressão q simplismente não consigo estar okay  pra ver ninguém por mais q eu queira,3
7820,"olha só essa semana eu vou me concentrar pra não ter crise de ansiedade, aliás vou manifestar  GRATIDÃO UNIVERSO POR EU NAO TER NENHUMA CRISE DE ANSIEDADE NA SEMANA QUE SE INICIA",2
10743,@camilladelucas me segue adm por favor por favor mesmo tá todo mundo pedindo pra você me seguir tem gente que chora tem gente que morre me segue por favor eu tenho diabete corona miopia depressão ansiedade me segue por favor eu tenho asma pressao baixa...a,3
6235,"Ter crise de ansiedade é um inferno, principalmente quando você percebe que sua crise não durou algumas horas, mas um dia inteirinho",2
11204,"gente, setembro tá aí e acho bonito vcs se compartilharem suas preocupações com o suicídio. mas antes do suicídio tem a depressão, a ansiedade, tem o parar de beber por causa da medicação e muito mais. presta atenção em quem tá do seu lado precisando de ajuda.",4
4648,"nao mentiu ne, eu sei q isso ta ligado a minha baixa autoestima e a minha ansiedade pq ja falei disso na terapia e a psicologa confirmou",1
6302,Não acredito q to tendo crise de ansiedade dnv vai tomar no cu preciso dormir,2
5854,"Crise de ansiedade, precisava atacar logo hoje? 😭",2
9718,"Ontem às noite eu com crise de ansiedade, minha irmã com crise de depressão e minha mãe, coitada, no meio dos dois.",3
7640,E vamos de mais uma semana de surtos e sem dormir por causa da ansiedade,2
1293,"Médico: então vamos lá, de quantas semanas você está mesmo? Eu: 34 Médico: 33  Eu: sim, mas essa semana na quinta já faço 34 semanas então já da pra dizer 34 pq já é segunda e tal então já é 34 na minha cabeça  Médico: ok, vamos falar da sua ansiedade   Jkkkkkkkkkkkkkkkkkkk",0
9115,@B3Portal Ansiedade e insônia me levaram a ter depressão por 2 anos seguidos,3
7581,"Olha é uma maravilha depois de anos, voltar a ter crises de ansiedade na hora de vir trabalhar...",2
2125,"Touro: pode ser que vc se veja em situações de difícil resolução. Cuidado com o excesso de preocupação e ansiedade, as vezes dar atenção só pra isso pode te fazer perder o foco em encontrar ou criar suas próprias soluções. Lembre se que tudo é momentâneo, e tbm é lição.",0
9986,@macabia curando ansiedade com depressão 🥰 não precisa ficar ansioso ngm se importa com o que vc faz e vai dar tudo errado apenas desista,3
3942,"A psicóloga ontem me incentivou muuuuuito. Vou convidar ela também 🥰 ela me deu até dicas para controlar a ansiedade e o medo de desistir KKKKKKK e disse que vale muuuuito eu fazer tudo, que é bem mais gratificante",1
2585,"a pessoa que quer assistir grey's anatomy, ela tem que entender que no decorrer da série vai desenvolver depressão, ansiedade, e mais 53 problemas psicológicos",0
5367,@passapramim Cozinhar... Eu faço isso como terapia pra ansiedade e HIPER funciona,1
4084,"Toda vez que recebo oi amigo no WhatsApp, minha ansiedade ataca... preciso de terapia pra ontem. Obg passado filho da puta.",1
12365,"mano to jogando omori e pqp q jogo foda, mto profundo e tem umas questoes mto fodas envolvendo ansiedade, depressao, e ate suicidio",4
13378,Parabéns record pelas crises de ansiedade causada em diversas pessoas que se identificaram com a Raissa aqui e hj a gente vê o pq da taxa super alta de suicidio e depresssao no Brasil. No fundo pessoas como a Raissa na boca desse povo podre não passa de uma “louca” #AFazanda12,4
11115,"✨setembro amarelo acabou mas os amiguinhos ainda sofrem de ansiedade e depressão, tá?! não vamos nos esquecer disso, a luta contra o suicídio continua.✨",4
11044,Acho um suicídio psicológico pra quem tem depressão e ansiedade amar alguém que não tem a mesma intensidade que vc...,4
5851,"@anaisaaqui O contrário disso, vc vai piorar a crise de ansiedade da pessoa.   Por isso que é preciso  1-ter uma equipe foda e profissional pra fazer esse tipo de conteúdo  2- não fazer se vc não domina e ser apenas um símbolo de liberdade que a pessoa pode seguir",2
7451,"uma crise de ansiedade a essa hr, puta que pariu, socorro",2
921,"@camaleoaaaaa Ela não faz por mal, poxa. Minha mãe também meio que não entende muito bem questões de ansiedade e depressão, as vezes ela fala coisas parecidas, fala em ter fé em Deus, creio que seja pra diminuir de uma forma que vc veja que vc consegue superar",0
9235,estou infinitamente feliz eu amo viver sou a pessoa mais feliz do mundo nunca terei depressao ansiedade amo minha vida nao sei oque e tristeza eu nunca derramei uma lágrima na minha vida passo o dia todo sorrindo eu amo viver minha vida é maravilhosa,3
9210,@ripbritto Ixi prima vc tá com ansiedade e provável início de deprê =(,3
13587,"Só serve falar de suicidio em setembro, né? Vocês vivem numa caixa onde tem que fingir que apoiam pessoas com depressão/ansiedade/transtornos em geral pra se sentirem melhores e bons. Mas não é elas, é sobre seu ego.  E elas continuam indo embora.",4
857,Admita: Você já chegou em uma parte tão interessante do livro que até pulou as linhas menos interessantes com ansiedade de saber o que aconteceria em seguida.,0
1130,@MK11BR Nossa tô quase botando um ovo de tanta ansiedade pra esse jogo,0
12037,"@thousandcutts Aiii bem melhor, eu to tomando 15mg só!! Mas ta junto com ansitec p ansiedade e depakot como estabilizador de humor, literalmente nao sinto nada mas melhor que pensar em suicidio todo dia 🥳",4
3847,"preciso de um psicólogo urgente, minha ansiedade tá cada vez pior 🙂🙂🙂",1
5670,Ter crise de ansiedade n é legal,2
12998,"quando alguém lhe falar sobre ansiedade, depressão, pânico  jamais menospreze.  não é porque você não vê uma crise, que ela não existe. dê ouvidos, se faça presente. uma palavra pode definir se a próxima mensagem vai ser um bilhete de bom dia, ou uma carta de suicídio",4
2673,o ansiedade vai embora vai vc e covid e some 😔😔,0
5526,"Passei portanto coisa esse ano, ficar indo ao hospital, algumas crises de ansiedade, muito stress, isso só vai ser mais uma coisa pra minha lista de aprendizado e eu sei que já vai passar.",2
2396,eu vou passar mal de ansiedade p jogo,0
6225,"Hj eu tive um momento mto difícil... Embora eu ainda tenha dias de baixa autoestima, algumas crises de ansiedade, fazia tempo que eu não tinha uma crise como a de hoje. Eu me desesperei, pensei que não ia conseguir... Fiquei presa num pensamento de que sou incapaz+",2
10423,Depressão e ansiedade é uma merda,3
2067,Vamo de ritualzinho hoje pra mandar essa energia pesada e negativa pra longe e ver se ajuda minha ansiedade,0
1036,@WMPAZ1 @mndmrel Isso com umas doses de ansiedade virá um veneno para alma.,0
4019,"@ilysemi aí amiga foi ótimo, eu botei tudo pra fora numa velocidade que a psicológa disse que eu parecia uma panela de pressão no ponto da pressão chiando kkkkkkkk mas foi ótimo e vou continuar indo pq é tudo ansiedade",1
9973,Vocês sabem o que é viver sem estar com uma crise de ansiedade ou depressão pq eu não sei mais acho q agora é meu estado natural,3
233,"A ansiedade é a minha maior inimiga, tenho que ficar longe dos noticiários pra não passar toda essa vibe ruim pro bb",0
10579,a minha ansiedade e depressao vão acabar me matando,3
4952,Foda q a pessoa faz terapia p controlar a ansiedade e fica ansiosa p própria terapia,1
8595,⚠️Setembro amarelo⚠️ e eu acho válido lembrar que se vc realmente se importa cm a depressão e ansiedade então me indica lá no seu trampo,3
10359,@t0nyesterco apaga por favor tem gente que morre por causa disso as crianças tão tudo chorando eu tenho depressão ansiedade diabete pressao alta pedra nos rins tô sangrando e morrendo apaga por favor,3
54,Ansiedade é um bglh sinistro pqp,0
13234,"Na minha infância além da violência física, eu fui abusado sexualmente com penatração anal e minha baba me mandava pegar em seus seios e vagina (Sempre antes do almoço).Hoje sou bipolar,tenho ansiedade,pânico,certo grau de autismo,tentei o suicídio mais de 10X. #BandCuritiba",4
11951,"N é somente em 10 de setembro o dia da prevenção do suicídio Pessoas se matam todos os dias. Entendam. E se caso vc que tem depressão, crise de ansiedade e afins e quiser conversar, por favor, me chame.",4
10094,"Ansiedade, depressão  Mano, eu era só isso  Sou minha própria ressurreição  E dou muito valor ao amor de Cristo",3
529,complicado concentrar pra estudar com essa ansiedade,0
10203,Fiz uns 6 teste de ansiedade e depressão e acho que só piorou meu caso,3
1279,Transbordando ansiedade pqp😥,0
11361,@intwrnacionaI não me ataquem eu tenho depressão ansiedade crise do pânico asma bronquite covid dengue aids ebola pressão alta pressão baixa medo tristeza suicídio,4
3991,"@heterofobinha_ Ele tá fazendo, Binha. A psicóloga dele é psicopedagoga e psicóloga, eles trabalham bastante a ansiedade e como ela acaba se manifestando na personalidade do Benjamin, mas não adianta ir na psicóloga de 300 reais a consulta a cada 15 dias e ouvir todo dia “você tá gordo”, né?",1
3510,Você acha lindo ser perfeccionista até o perfeccionismo estar relacionado a tua ansiedade e a várias áreas da tua vida. Haja terapia,1
13490,"+ não era. E não é. Acreditar que algo que está te fazendo mal, e só uma fase de adaptação, é a forma mais infesta de suicídio que existe.   Tudo isso mexia com a minha ansiedade, era o gatilho dela. Expôs tudo isso para a pessoa, falei que estava passando muito mal... Continua",4
9659,@CitouTxt @TXT_members APAGA 0ELO AMOT DE DERUA APAGA EU TO TREMENDO CHORANDO DESESPERADA AQBAPGA ESSE POST DA DEPRESSAO ANSIEDADE ATAQUE DE PANIVO E CARDIACO APAGA OELO AMOR DE DEUS FALTA DE EMPATIA DA P7RRA APAGA EU TO IMPLORANDO PRA VC APAGAR APAGA PQ FVR PENSA NOS OUTROS VEY APAGA,3
2820,Eu fico acompanhando o pedido o dia inteiro. Tô surtando que tá na unidade de tratamento em Curitiba (pra variar) desde segunda e não sai de lá logo. Pessoas com ansiedade me add.,1
8267,"@MuriloKazack A minha também! Da faculdade a diante eu vivi muita coisa mas meu foco sempre foi mete a correria de trampo. Nesse meio tempo entrei em depressão e tive varias crises de ansiedade. Comecei a melhorar ano passado e agora, com 31, me sinto muito mais presente na minha própria vida",3
8270,"Eu por exemplo, tenho depressão e ansiedade, e ainda por cima meu cachorro está muito doente (o que me deixa pior), precisando de remédio caro por causa dos dois bicos de papagaio que tem na coluna e precisa ir ao veterinário porque a bronquite dele piorou.",3
12521,"Nessa quarentena minha ansiedade tem atacado muito e eu só estou com medo de fraquejar de novo! Quando você tenta suicidio uma vez, você não está livre de tentar de novo... e meus pensamentos a maioria são esses😓  Mas como eu já ouvi hoje! É frescura 🤐",4
5780,"se for brigar comigo briga por mensagem mano, pessoalmente eu tenho crise de ansiedade",2
10937,@mustangbranco Ah que bom migoo volta sim no começo eu tbm fiz isso mas depois você acostuma . Eu tenho desde 2016 depressão e crise de ansiedade as vezes me dá umas crises mas tenho o apoia da minha família que me ajuda muito ❤ eu to remédios tbm é luto até hj .,3
7038,"Vtmnc ,mal almocei já gorfei de novo tmnc,nunca achei que ia ter crise de ansiedade nesse nivel,vsfd que parada ruim do caralho",2
11888,"depressão não tem idade. ataque de pânico não é falta de Deus. ansiedade não é brincadeira.  baixa autoestima não é só relacionado a aparência. tentativa de suicídio não é para chamar atenção. Se você não sente, não opine, não julgue, não brinque!",4
3755,NÃO ME PERGUNTEM QUAIS SÃO MINHAS COISAS FAVORITAS PQ NAO CONSIGO ESCOLHER SÓ UMA E ISSO ME DA ANSIEDADE   mds preciso de um psicólogo urgente,1
2259,To pura ansiedade ara amanhã 🤷🏽‍♀️,0
7882,Saudades de quando eu não tinha crise de ansiedade,2
12793,"eu nao tenho paciência pra quem fica romantizando a depressao e a ansiedade a pessoa posta ft de braços cortados e pessoas comentendo suicidio e com um emote ""🤪"" ISSO É SERIO, pessoas morrem td hr por conta disso vcs q fazem isso, vcs nao estao prontos pra verem o mundo la fora",4
7402,acho que nunca na minha vida um filme me deixou tão desconfortável quando O Homem Invisível eu acho que consegui assistir uns 25 minutos de filme antes de parar pra não ter uma crise de ansiedade,2
9916,"@leo__10_ Não otario , que tenho depressão e ansiedade",3
12347,"Era pra ser uma escola,mais criaram uma fábrica de distúrbios,ansiedade,depressão e suicidio",4
6356,"tô ficando tão angustiada com isso, prestes a ter uma crise de ansiedade",2
4813,"Tratamento sem dor! Pode se despedir do medo e da ansiedade para a realização dos procedimentos vasculares. A analgesia inalatória com óxido nitroso possibilita uma sedação leve, calma e relaxamento; deixando o paciente apto a tolerar os tratamentos sem dificuldades.",1
1740,vei nao se faz isso com alguém que tem ansiedade ...,0
291,"sofro muito com ansiedade cara,  qualquer coisinha já me mata de preocupação que eu falto ter um troço",0
4258,"@_Gatrick então, eu vou fazer hipnose pra parar de fumar, a sessão de hoje foi meio que pra me familiarizar com a hipnose, pra eu entender como funciona e tudo mais, meu tratamento eu começo na semAna que vem, mas tem pra várias outras coisas, emagrecimento, ansiedade, fobia..",1
1333,pqp ansiedade,0
10641,retrospectiva 2020 foi festa corona depressao ansiedade estagio estresse ansiedade,3
8757,@twittess Quase todos meninos lá são bolsominions e o pyong entrou lá pra divulgar a hipnose como forma de tratar ansiedade e depressão fora q é o único q não é heterotop,3
9276,"@MsAmericanPie_ Não vou muito longe... minha aluna de 6 anos estava com crises de ansiedade, entrando em depressão por causa desse famoso “fica em casa”.",3
2342,Sofrer de ansiedade é uma desgraçaaaaaaaaaa,0
7580,Mais uma crise de ansiedade pra conta 😓  #DomingoDetremuraSDV,2
8736,"OBRIGADO SATANÁS PELA DESGRAÇA ALCANÇADA!! Hoje finalmente eu acordei num bom mood, passei a semana inteirinha depressivo e com umas crises de ansiedade, mas finalmente passou. BORA TRABALHAR CARALHON 🔥",3
11843,"não penso em desativar definitivamente, mas por um tempo, minha ansiedade tá cada vez mais atacada, sinto a depressão voltando e o pensamento suicida vindo algumas vezes por dia...eu não tenho certeza ainda se vou fazer isso, mas é algo que fica martelando na minha cabeça",4
8835,@laurapaludo09 Remédios pra depressão e ansiedade be likes,3
13351,"E tanto gatilho esse BBB Que vc que tem ansiedade, depressão ou algo parecido sofrem demais!. Eu to tremendo desde a madrugada. Pq pqp, a saída do Lucas me representou real um suicídio ( simbólico) As pessoas julgam tanto, mas tanto que a pessoa pira. #BBBB21 #LucasPenteado",4
12988,a depressão/ansiedade só é levada a sério em dois casos: quando acontece o diagnóstico e/ou tentativa de suicídio,4
11588,descobrindo agora q plasil pode dar crise de ansiedade e pânico em algumas pessoas e q por isso q quando precisei tomar 2 vezes em hospital eu tive os piores minutos da minha vida com MUITO pensamento suicida mt agonia e mt angústia,4
12614,"depressão não tem idade  ataque de pânico não é falta de deus  ansiedade não é brincadeira  doenças mentais não são frescuras  baixa autoestima n é só relacionado a aparência   tentativa suicídio n p chamar atenção   mano  se vc n sente, não julgue, n opine sobre o que não sofre",4
45,"Leticia, Gabi, Thaynara, Líbia, mãe, dielle vão me matar, já tá morrendo de ansiedade",0
8300,@fanta_br traz a fanta maçã verde de volta por favor eu tenho depressão ansiedade covid-19 zika chikungunya caxumba herpes pressão alta pressão baixa hpv hiv  n sei quando posso morre,3
8058,"Mto angustiada por Gil, só quem tem crise de ansiedade sabe",2
9321,Eu tenho depressão e ansiedade a 3 anos,3
802,"minhas unhas todas roídas de ansiedade até o sabugo, ardendo à beça 😫",0
6152,Minha irma teve crise de ansiedade  e hj ela descobriu que esta grávida  hahahahahhaha,2
6449,"Ainda tem a falta de ar, associada ao choro repentino, coração acelerado, tremor e suor que eu chamei de crise de ansiedade",2
4928,Ei vc que faz tratamento pra ansiedade/ depressão. Nao deixe de tomar seus remédios por conta própria. É isto bjooo ❤️,1
7734,"@Amanda46673103 @Caixa @dataprev @onyxlorenzoni Penso o mesmo, ja tive crises de ansiedade, sem dormir direito esperando essa merda de cadastro ser aprovada",2
12049,depressão ñ tem idade  doenças mentais ñ é falta de Deus  baixa autoestima ñ é só relacionado a aparência  tentativa de suicídio ñ é pra chamar a atenção  ansiedade ñ é frescura  ataque de pânico ñ é drama  bullying ñ é brincadeira   Isso faz com que a gente se sinta insuficiente,4
2095,"Não sei quem precisa ler isso, mas em Isaías 60:22 diz:   ""Quando for a hora certa, eu o Senhor, farei acontecer"".   Então, tire essa ansiedade do teu coração, pois Deus vai agir em sua vida❤",0
