,texts,targets
4704,agora a novidade é que eu preciso de un psiquiatra pra começar una psicoterapia pra ansiedade... eu mereço mrm,1
4705,Eu fui na psicóloga e falei tanta coisa que não conseguia começar e terminar um assunto. Achei que a ansiedade ia me matar,1
4706,Minha ansiedade tá a mil eu acho que vou ter que marcar hora com a psicóloga antes das aulas começarem direito,1
4707,"Quando eu digo tratamento para ansiedade eu quero dizer a parte medicamentosa c psiquiatra e a parte da psicoterapia com um bom psicólogo, me conhecer, buscar o auto conhecimento é peça chave pra todo o tratamento dar certo",1
4708,"Tem vezes acho que o tratamento da minha ansiedade esta acabando, tem vezes que sinto que não fiz progresso nenhum.",1
4709,"me tremendo de ansiedade para a terapia mais do que quando vou beijar na boca, quem diria não???",1
4710,"@dudakkkkkjj puts, e eu q sei q tenho ansiedade e nem fui num psicólogo kk",1
4711,"Além da ansiedade, hoje minha psicóloga deu o diagnóstico da depressão. Sem pressa vou procurar minha melhora dia após dia e sei que vou conseguir",1
4712,"@jwlsndrugs Se quiser desabafar na DM, eu te entendo, faço tratamento contra ansiedade desde 2014",1
4713,me bate uma ansiedade antes da terapia que minha noss,1
4714,primeira sessão de terapia e eu só qria saber cm minha ansiedade chegou a esse ponto,1
4715,"Voltei a treinar na academia e era tudo que eu precisava. Suor, perna mole, tremedeira kkkkkkkkk é tipo terapia e eu não tava conseguindo isso nos treinos em casa, o que piorou bem a minha ansiedade. Sem contar que a academia tá mais bem esterilizada que a minha casa kkkkkkkkkk",1
4716,@isafrigini Amiga aconteceu isso comigo! Procurei um cardio pra fazer exames pq tinha certeza que tava super mal. Descobri que os sintomas físicos eram da ansiedade. O cardio me encaminhou pro psiquiatra 🤡,1
4717,Vi uma situação aqui que me deu um gatilho HORRIVEL e atacou minha ansiedade. Pela graça de Deus a psicóloga estava na clínica e me ajudou super.  Que mulher!!!!,1
4718,"outras meninas : rica , linda , psicólogo saudável , rolezeira , pais liberais , famosinha , cabelo liso e afins ele : 🤮🤢😩😑🤚🏼🙄😒 eu : estranha , pobre , tenho ansiedade , pais rígidos , cabelo cacheado , jacu da roça e afins ele : 💖❤️🥰✨😍✊🏼😚🤞🏼",1
4719,minha mae disse q a psicóloga mandou eu fazer hidroginástica ou academia p melhorar minha ansiedade mas tipo assim EU VOU PRECISAR INTERAGIR SOCIALMENTE NESSAS PORRA MDS EU VO ME MATAR,1
4720,hoje como terapia pra ansiedade quando for 1 da manha vo assar um pao,1
4721,"@oversodoinverso Eu tenho insonia por ansiedade e por conta do coronga, tô tratando na psicóloga mas é osso. Muitas vezes você tá cansado por ter que ficar acordado até tarde por conta do filho.",1
4722,"Venho por esse tweet agradecer a Deus,aos meus pais e ao meu médico,pois estou há 6 meses em tratamento pra depressão,ansiedade e bipolaridade e me sinto bem melhor! Claro que há recaídas,mas encontrei motivos pra viver e sorrir,e isso é uma conquista! #WorldSuicidePreventionDay",1
4723,@MyDreamsChaMel Bem vinda ao vale da “ansiedade” (aspas pq não estou me referindo ao transtorno já que não sou psicóloga para diagnosticar algo),1
4724,Depois de muita luta e choro e ansiedade e terapia criei meu insta profissional! hehehe  Aleluia Jesus 🙌🏻  Sigam lá @/isabelleviana.arquitetura,1
4725,"Ultimamente não estou conseguindo controlar minha ansiedade, vou ter que procurar uma terapia, psicóloga sei lá 🤯",1
4726,"A puc oferece um setor de terapia, que além de terapia eles também ajudam pra adaptar se o estudante precisar de alguma coisa tipo mais tempo pra fazer prova ou se tem ansiedade e não consegue por exemplo apresentar trabalhos e tal. Isso é muito legal",1
4727,eu procuro terapia pra ansiedade nos meus hobbies e hoje comecei um novo que acho que vai se tornar meu preferido hihihi,1
4728,"me lasquei, porque TODOS os números que tem pra psicóloga do meu plano, nenhum atende mais e agora eu vou ficar c minha ansiedade fudida pq n tem psicólogo kk",1
4729,Mal cheguei na terapia e já tava tendo um ataque de ansiedade achando que eu fui no endereço errado e pq diabos eu era o primeiro a chegar e cadê todo mundo,1
4730,"""Quero morrer""  Valentina_ 13 anos, mora com os pais nunca pisou num psicólogo e se falar de ansiedade sabe nem oq é",1
4731,"eu pareço q sou idiota tbm, tenho ansiedade, tenho dificuldade p dormir, to fz tratamento mas tbm n tomo a prr do remédio",1
4732,A minha ansiedade é notória e eu não consigo parar de tremer os pés. Necessito voltar pra minha psicóloga,1
4733,"Passei no psicólogo e fui diagnósticado   com estresse, ansiedade e com sintomas de depressão, não foi fácil falar com alguém sobre meus problemas.. mas eu tô me sentindo leve foi um desabafo",1
4734,@_xauatthedevil acho que eu nunca vou superar a ansiedade a não ser que eu faça uma terapia pq migs até  pra conhecer gente nova eu fico nervouser,1
4735,na sala de espera pra psiquiatra e tô quase vomitando de tanta ansiedade,1
4736,"@_dienilima Miga, tá fazendo terapia?  Me ajudou muito na terapia controlar a ansiedade",1
4737,Eu indo desesperada procurar um remédio/calmante que eu tomava a 1 ano atrás quando eu ia na psicóloga pq minha ansiedade simplesmente voltou 🤡🤡🤡,1
4738,eu acho que tenho ansiedade psicóloga falando aquelas   e é tão difícil pra mim não se desculpar independente de eu estar certa ou errada eu sempre me desculpo sempre quero me certificar que ta tudo bem entre eu e a pessoa e qualquer desentendimento eu já tô chorando....,1
4739,"E aquela ansiedade básica batendo: Delíciaaaaaaaaaaaaa  Aliás, frenons Dia de matrícula amanhã e sexta começo a terapia 👌",1
4740,"eu nunca na vida vou perdoar meu pai por todo o trauma que ele me causou por ter ido embora, nunca, é horrível fazer terapia durante toda minha existência e ainda sim sofrer de ansiedade por medo de ser deixada a qualquer momento por todos ao meu redor.",1
4741,"A bosta de não fumar mais é que eu voltei a roer as unhas, fucking ansiedade &gt;:( E vamos de terapia",1
4742,A médica não queria me dar o encaminhamento pro psiquiatra pq disse q minha ansiedade é falta de fazer exercício físico e ocupar a mente mano eu tô assim 😦😦,1
4743,"eu fico com ansiedade quando lembro que meu ""amigo"" me disse que sou tóxica e que preciso de um psicólogo pra mudar isso",1
4744,é um ótimo tratamento pra ansiedade. recomendo a todos amigas 0 comprometidas com o imediatismo da fofoca,1
4745,"@barbieQill assim, uma vez ou outra é normal, igual comigo que tomei muito café e meu corpo ficou estranho, mas se é recorrente talvez seja interessante você conversar com uma psicóloga pra entender de onde vem essa ansiedade, sabe? +",1
4746,"Lembrando q amanhã tem psicólogo e eu já tô a mil de ansiedade,, vou falar tanto q ela n vai me aguentar 🤡",1
4747,"ter depressão/ansiedade e ser pobre é agoniante. não poder pagar um psicólogo bom que realmente vá te ajudar pq tem outras coisas mais importantes na frente, não poder ter esse luxo de se cuidar alguém me dá uma horinha de terapia de presente de aniversário?",1
4748,"todo dia minha ansiedade tá atacando, eu escondo até o último. aiai sdd da minha psicóloga",1
4749,"@gabiisilveiraaa Amiga tem uns apps de meditação que são mt bons pra ajudar a controlar a ansiedade, eu uso o Lojong que a minha psicologa indicou e adoroo",1
4750,"a compulsão em algo eh dada pela ansiedade que não sabemos controlar, o importante e a questão x de tudo eh saber controlá-la, isso não eh do dia pra noite, eh tratamento e cada um tem sua compulsão por algo! seja comida, bebida, cigarro, drogas ilícitas, etc",1
4751,"Por causa da minha ansiedade a minha psico me indicou fazer um diário e gente, é maravilhoso! Dica do dia: façam um diário. Não precisa escrever todos os dias, só quando se sentir ansiosa e/ou com vontade de desabafar com alguém.",1
4752,@artetaylor a ansiedade meu pai e vamos de terapia KKKKKKKKKKKKKKKKKK vou colocar tbm,1
4753,minha mãe concordou na gnt ver um psicólogo pra resolver minha ansiedade social e ir num fonoaudiólogo tbm 🤧🤧🤧,1
4754,"A médica nem usar máscara direito usa, deixa o nariz pra fora e vem querer se meter no meu tratamento pra ansiedade kkkkkkkkkkk sai daqui fia",1
4755,"@marcofeliciano Doença e opressão,quando eleva o grau de ansiedade,você perde químico do cérebro, neurotransmissores,o mal se aproveita dessa perca,e vem com a opressão, remédio, Terapia e muita oração,só Jesus pra curar",1
4756,"eu estou com uma dor no ombro faz um tempinho e hoje com a psicóloga ela me falou que é mta tensão, as vzs a gnt contrai os ombros por pura ansiedade e nem percebe",1
4757,"@fixemalik sim, ela não tá pra exercer a profissão, mas debochar de uma pessoa com ansiedade??? eu achei muito ridículo da parte dela, eu teria medo de ir numa psicóloga assim",1
4758,"@Isa_Corradi já fui, de acordo com duas psicólogas tenho traços de autismo, de acordo com psiquiatra tenho ansiedade, e de acordo com a minha mãe depressão(sem meme)",1
4759,"@bru_stg @YagoBernardino @ocaodebctesaia Blzzz tô de olho pq preciso geral. Se o dinheiro sair consigo continuar meu tratamento de ansiedade pq carai viu, tô sem juízo",1
4760,E eu que Marco psicóloga e em vez de minha ansiedade melhorar eu fico mais ansiosa e tensa !?!  Aí sério,1
4761,o tratamento p ansiedade começa na sala de espera qnd eu chego 14h e a previsao do atendimento é as 20h 🤠,1
4762,"@DalilaMoura8 @AilaKaylane É a melhor terapia pra quem tem ansiedade, ajuda até em casos de depressão. Cuide-se, pois você vale mucho &lt;3",1
4763,"Eu queria que as pessoas entendessem o quão grave pode ser problemas de ansiedade, ataques de pânico, depressão, levassem mais a sério que um psicólogo é extremamente importante e não banalizassem isso..",1
4764,Eu preciso procurar terapia pra ansiedade online namoral algum exercício pra se acalma algo assim eu diminui café e meu coração não para tnc,1
4765,Fiuk achou realmente q iria ser uma terapia para a ansiedade dele????? Achei q era zueira dele ou figura de linguagem quando ele disse isso!!! kkkkkk o cara ta achando q é Spa! kkkkkkk #BBB21,1
4766,Hj eu iniciei o tratamento para ansiedade 🙌🏽,1
4767,De loucura todo mundo tem um pouco... Eu sofro de um mal chamado ANSIEDADE... e venho resistindo a isso a muito tempo.. a procurar um tratamento e começar a cuidar da mente igual eu cuido do corpo .,1
4768,E é muito louco pq faço terapia há ANOS e eu nunca tinha conseguido explicar minha ansiedade e ENTENDER minha ansiedade como foi hoje To mega nervosa mas ao mesmo tempo aliviada 😥,1
4769,"3 anos de terapia pra numa conversa despretensiosa onde eu só tava me expondo mesmo, descobrir que desde bem pequena eu ja sofria com a ansiedade atormentando meu juízo de um jeito bem ruim. Pandemia chegou, terapia pausou e não falei isso pra psicóloga. Ô coronavirus, vá embora",1
4770,"A minha ansiedade de ir pra ata não é nem estar sozinho, a alegria é que tenho psiquiatra um dia depois que chego lá",1
4771,a mana metida a blogueira que fica falando de ansiedade sem provavelmente nunca ter pisado num psicólogo,1
4772,"@sasukaz realmente eu acho que preciso amg, já pela minha autoestima e a ansiedade mesmo, a au me fez mostrar que a terapia não eh um negócio que só pessoas realmente diferentes precisam fazer",1
4773,"E eu que faço terapia pra ansiedade e amanhã tenho consulta e não consigo dormir advinhem pq??? Isso mesmo, pq tô ansiosa pra minha terapia contra a ansiedade  Kk ai ai, minha vida acabou dia 28/11/2018",1
4774,@LeilaGermano opa! tô usando um remédios pra ansiedade mais pesados e acho que vou pedir pra pesar mais... não tem terapia que aguente,1
4775,Marcar um psiquiatra pra ver essa ansiedade minha,1
4776,"@milalust sim amg é horrível pq depois eu me sinto tão cheia q fico dias sem comer. procura um psiquiatra e um psicólogo mo, consultei meu psiquiatra e ele me de um remédio para ansiedade, procura um psiquiatra é importante cuidar disso ou pode até se transformar em um distúrbio 💕",1
4777,"@koka_lucas Só que é nítido que a bebida potencializa sua ansiedade e proatividade. Como ninguém poderá avisá-lo disso, é torcer para tomar consciência de que deve controlar-se evitando o álcool. Aconselho tb que aqui fora ele faça uma terapia para aliviar esse tufão interior",1
4778,pra td mundo q tem ansiedade e quer fazer tratamento: FAÇAM!! minha vida mudou total desde que comecei a fazer tratamento (tomo remédio e faço terapia) e serio a qualidade de vida é outra procurem ajuda bjs,1
4779,"@marysilveir4 eu sei q antes eu tava comendo por compulsão, 100% ansiedade acertei remédio c psiquiatra e to comendo BEM menos",1
4780,"@Ana_Leather Já fazia parte do meu tratamento pra ansiedade e depressão, mas tenho que admitir que o timing da receita foi ótimo!",1
4781,"Consegui me consultar com a psiquiatra, tava marcado para as 15:30, a Sra chegou as 18 kkkkk matando os pacientes de ansiedade... fui o segundo, consulta foi boa, ela reforçou o que meu antigo psiquiatra dizia e que meu tarólogo tb, minha vida é chata kkkk e regrada demais...",1
4782,ouvi hoje que eu não tenho ansiedade porque eu tenho tudo q eu quero e eu passo no psicólogo e INVENTO q tenho as coisas....,1
4783,Alguém arruma logo um psicólogo pra seleção pq esses caras parecem a gente no vestibular Morrendo de ansiedade Falando sério,1
4784,Tô um cu de ansiedade hoje... parece que tá pior...  segunda tenho médico (que não é psiquiatra e vou ver a possibilidade de ele me passar o remédio. Tô me tremendo toda.... Enquanto isso ... resolvi lavar o banheiro...ao menos pra isso a ansiedade serviu.,1
4785,"@scosta_daniel Rapaz, com a ansiedade e terapia em dias , posso tomar dez milhões de xícaras que durmo bem demais kkkkk",1
4786,"@belpetit Tá tudo bem, é agressivo mesmo :/ Eu faço terapia + medicação pra ansiedade, mas queria testar essa ""dieta da moda"" pra ver como lido com o gatilho da comida. Uma coisa bem boa foi me organizar bastante pra balancear a alimentação, e sentir zero vontade de comer besteira na rua.",1
4787,"meu psicólogo disse que o café pode aumentar minha ansiedade, e que era recomendado eu diminuir. porra, até isso",1
4788,"""Algumas das características não saudáveis de uma adolescência são: indiferença afetiva, agressividade excessiva, praticas auto-destrutivas e excesso de ansiedade. "" Psicóloga Aline Alves",1
4789,ansiedade nível quero sair correndo chorando ao invés de ir na consulta com o psiquiatra,1
4790,"@Rejamaria @tiadedea @MargarethCardo9 @QGreality Bom... Fui diagnosticada por  médicos  com Síndrome do Pânico, confesso que na época fui arredia a tomar os remédios , preferi fazer psicoterapia e me dei bem, até agora! Aprendi muito a controlar minha ansiedade!",1
4791,"Hoje a ansiedade tá comendo meu cu com farinha e areia. E não quero tomar meu remédio de emergência pois amanhã me dará uma bad terrível. Psiquiatra só dia 12, bora Thiago!!!",1
4792,"quando eu era pequeno, lembro que lá onde eu morava(interior)o pessoa abominava psicólogo e psiquiatra pior ainda(médico de doido!!!!) ai nessa férias voltei lá e o mesmo pessoal que falva isso é o pessoal que tá com depressão, ansiedade e afins",1
4793,"@grfc_ A minha anda uma porcaria de uns meses pra cá, piorou do nada, mas uma vez fui queixar disso e o psiquiatra disse que era normal a falha de memória pq o antidepressivo diminui a ansiedade e o cérebro fica menos em alerta",1
4794,Preciso voltar pra um psiquiatra logo porque ficar gastando dinheiro com remedinho pra curar enxaqueca e euforia de ansiedade 24/7 não tá dando não,1
4795,Eu amo fazer terapia mas suga a minha alma a ansiedade pré e pós toda semana pqp,1
4796,"Mano, terapia não faz tu ficar feliz sempre , hoje mesmo tô mal pacas e nada me faz melhorar ansiedade é uma coisat forte né?😔☁️",1
4797,"@silviamoraiso O que é “ac”? Eu fiz um tratamento com antidepressivo, daí passou. Agora tá volta do tudo, enxaqueca, gastrite, suspeito que tenha a ver com ansiedade. Quando acabar a quarentena eu vou dar uma checada em tudo 🙌🏻",1
4798,desde q a minha psicóloga disse pra eu tomar chá pra dar uma segurada na ansiedade nunca me senti tão plena,1
4799,"gente vou começar a fazer terapia   NÃO é coisa de MALUCO  isso vai tratar minha ansiedade e meus relacionamentos em gerais  vai ser ótimo, vocês estiverem mal falem com psicóloga mesmo é muito aliviador   PSICÓLOGA MULHER PRAS MENINAS  Ótima AJUDA!!",1
4800,@WesleySafadao Vou deixar minha psicóloga louca pq já estou superando a ansiedade #SafadãonoShoptime,1
4801,amn eu tenho consulta com a  psicóloga estou um tanto quanto morrendo de ansiedade pq faz tempo q eu n vejo ela,1
4802,Fico preocupada com a minha irmã ela tem ansiedade severa basicamente precisa de mim pra fazer coisas em nível social mas a antiga psicológa dela disse que eu tenho que parar de fazer tudo por ela q ela tem q tentar sozinhas as coisas pq eu não vou ficar do lado dela pra sempre,1
4803,"@renataserbato sim mano.. eu to conseguindo lidar com alguns tipos de conflito mas ainda dá mta ansiedade. foda, amo toda vez que surgem tweets tapão na cara assim pra ver se eu paro de protelar terapia",1
4804,"po o dermatologista disse que o tratamento não vai funcionar se eu não tratar a ansiedade ""ah mas você precisa fazer uma dieta""",1
4805,Falta 20min pra minha consulta pra leitura de mapa astral e terapia e eu tô surtando de ansiedade,1
4806,"Desde Julho eu comecei a procurar um psicólogo porque eu sabia que eu já não era mais o mesmo. Ontem eu fui ""diagnosticado"" acho que se pode falar assim, com depressão, ansiedade, compulsão e compulsão alimentar. E me passou remédios. Mas eu me sinto forte pra mudar...",1
4807,crlh vou precisar fazer um tratamento o ansiedade estando aqui em Maricá pqp,1
4808,"@MoniCirico Não sei se dá pra considerar ansiedade, nunca fui atrás de psico pra verrr",1
4809,"@bellaaa__15 já ouvi MUITAS vezes que me achavam metida pq eu mexia muito no cabelo, tentei demais tratar isso até pra psicóloga apelei e descobri que é uma forma do meu corpo aliviar minha ansiedade",1
4810,"@gabrielftvictor melhoras, mesmo mesmo, quando acontecer novamente tente se distrair, ver um vídeo no youtube, assistir série... eu tinha mt ansiedade também, mas depois q comecei a fazer terapia melhorou mt :)))",1
4811,"Gente, vocês não imaginam o inferno que foi consulta com uma mulher jovem, ex fitness, vidrada em parada de coach e psicólogo de instagram, sofrendo com ansiedade, chorando horrores, mas ""eu tenho que me sobressair sozinha"", ""a gente reclama muito atoa""",1
4812,"ler que uma pessoa tá deixando de viver a vida pq a ansiedade tá tomando conta dela, e ouvir gnt dizendo que se faz terapia não tem mais o que fazer..... ninguém nunca ouviu falar de psiquiatra?",1
4813,"Tratamento sem dor! Pode se despedir do medo e da ansiedade para a realização dos procedimentos vasculares. A analgesia inalatória com óxido nitroso possibilita uma sedação leve, calma e relaxamento; deixando o paciente apto a tolerar os tratamentos sem dificuldades.",1
4814,"meu médico do tratamento de ansiedade me disse hoje que eu tô bem melhor, ufaaa",1
4815,preciso fazer terapia ansiedade fodida q n me deixa dormir mano,1
4816,"o nosso psicológico realmente é MUITO poderoso  enquanto eu achei que realmente tava com corona, eu somatizei tanta coisa, até dor no peito senti (provavelmente da ansiedade rsrs) preciso de terapia urgente",1
4817,@yorancomenta Olha sem querer farpar se vc sofre de uma ansiedade tão grande assim eu sugiro q vc vá a um psicólogo ou algo do tipo,1
4818,Tá muito foda conviver com ansiedade sem um tratamento devido,1
4819,Ansiedade me venceu hj mas amém amanhã tempos terapia,1
4820,Finalmente agora eu vou poder fazer terapia pra cuidar da minha ansiedade 🥰,1
4821,"pra mim conseguir gritar essa frase minúscula foi mais de 1 ano e meio de terapia e remedinho pra ansiedade, que não não é atoa, nem é frescura, nem remédio sem necessidade, nem falta do que fazer, nem falta de louça na pia pra lavar... como muita gente adora falar",1
4822,Eu comecei terapia achando que tinha que cuidar só da minha ansiedade 🤣🤣🤣🤣🤣,1
4823,"A terapia faz milagre na vida do ser humano desestabilizado emocionalmente que sofre de ansiedade e quer desistir de tudo.   FAÇAM TERAPIA, sério!",1
4824,Quase morrendo da ansiedade na minha primeira consulta com a psico,1
4825,Vcs tem noção do quanto é frustrante ir em uma porrada de médicos especialistas e eles fazerem pouco da sua doença? ex:  tenta dormir mais que passa Procura um psiquiatra que passa   É só uma ansiedade leve  Seus exames estão normais   CARALHO,1
4826,"@bianquismos Eu uso essa lente porque pasmem, ela me ajuda com ansiedade e é parte do tratamento",1
4827,"@choccolattae eu fiz terapia por anos na infância (ansiedade) e mesmo assim sempre foi ""ai você só não tenta o suficiente as coisas, tem medo demais"", te entendo",1
4828,"Meus remédios pra ansiedade e depressão, larguei a terapia ou o acompanhamento médico. Acho que existe a diferença entre pessoas que largam os métodos comprovados pra seguir nos não comprovados e as que simplesmente acham interessante e fazem uso desses produtos +",1
4829,"@PabloHenrpsico @kikiles @com_macf @joaofrancisssss bom no meu caso eu fui abusado por uma garota quando eu tinha 7 anos, isso me criou problemas de ansiedade e tals mas nunca tive vontade de abusar de uma criança, não acredito em castração pq foi uma garota e tbm não acho que exista tratamento pq si ela fez isso comigo com 14&gt;",1
4830,"Acho que minha ansiedade ta voltando, algm psicólogo de plantão? Vou morrer socorro",1
4831,"@whyleaozim sei oq vc sente, meu pai é bipolar e já chegou a falar muita coisa sem pensar óbvio que não sei o estado mental do seu pai, mas pessoas com temperamento precisam tanto de terapia quanto pessoas com ansiedade/depressão",1
4832,"Preciso de uma terapia qualquer que me relaxe, eu ando a sofrer muito com a minha ansiedade, help.",1
4833,"@willtuber era um psicólogo explicando que quando vc se esforça pra se acalmar na vdd vc só continua a dar atenção pro problema que é a ansiedade e aí vc fica mais ansioso por estar frustrado, o segredo é tentar se distrair dos pensamentos que estão te rodeando",1
4834,"eu sinceramente não era consumista, mas do ano passado pra cá tenho gastado bem mais, acho que ando descontando a ansiedade e as preocupações assim e é provável que eu devesse levar esse assunto pra terapia mas who cares",1
4835,"@PnsGab @MariliaMReal A ansiedade causa diversos sintomas, acredite, sei bem o que é... faça terapia ❤️",1
4836,"@jotaverod @ericbreno amg eu já tive fortes assim, traumatizante, marquei um cardio e neuro de tão mal que eu fiquei, além da psicóloga   os exames me ajudaram pra ver que realmente era a ansiedade e precisava focar em me cuidar mentalmente, hoje to bem melhor, relax que vai dar tudo certo ♥️",1
4837,ANSIEDADE: GABI AUGUSTO TERAPIA COLETIVA COM SELFIE,1
4838,"cada dia que passa minha ansiedade piorando, se quando acabar a quarentena eu não for direto pra um psicólogo eu venci na vida",1
4839,"@eh_blogueirinha Tou. É ansiedade e falta de sol. Tou tomando complemento pra tentar repor o sol que não posso tomar por causa do tratamento de pele, mas ainda assim.... E preciso ir voltar ao endócrino, mas só posso ir qdo minha situação no trabalho estiver mais organizada, menos subrecarregada.",1
4840,"@fofao_mg @oliversgigi Eu não fui marcada, mas existe baseado de camomila faz muito bem pra saúde e auxilia no tratamento de ansiedade. Desculpa sou intrometida",1
4841,"@itsanalips Quando eu fazia terapia holística ela trabalhava com esses florais, lembro que um dia fui ver um desses específicos e de ansiedade era o que sempre tava em falta",1
4842,eu queria tanto puder ir a um psicólogo kkk não aguento mais ANSIEDADE DO CAR*LHO TNC,1
4843,"Eu não gosto de me expor e nem de falar de ansiedade mas já sofri bastante, tive um distúrbio muito sério na adolescência. Tratamento foi nem intensivo",1
4844,"queria remédio pra ansiedade, mas não quero fazer terapia agora",1
4845,"Sinto que as coisas no geral na minha vida estão bem, melhores do que antes, mas de uns dias pra cá comecei a sentir uma dor no peito de ansiedade e eu sequer sei dizer o motivo... Terapia já",1
4846,"@haizxylo Vai sim, indico vc fazer meditação guiada pra ansiedade, minha psicóloga me indicou isso",1
4847,"@xonaix Bem vindo more, vc tem ansiedade! Aconselho buscar tratamento logo pq vai piorando...",1
4848,"@SCARSALLY @astheticsblue @tenmarte todo mundo na vida vai sentir tristeza, ansiedade, panico,essas eventualidades n te faz doente mentalmente, vc vai conseguir facilmente sair sozinho dessas situações, agora sobre doenças psiquicas a coisa é bem mais embaixo e só um medico ou psicologo pode diagnósticar uma doença",1
4849,"ontem a psicóloga falou que a minha ansiedade generalizada é porque eu tento assumir muita coisa conscientemente e me explicou o superego de freud e de fato eu sou ingênua o bastante pra acredita que, se eu assumir os problemas de todo mundo, as pessoas vão ter uma vida melhor",1
4850,BTS NAO VAI PRECISAR PAGAR MINHA TERAPIA SOQ VAI TER Q PAGAR A FUNERARIA PQ EU VOU MORRER DE ANSIEDADE,1
4851,"Estudar e trabalhar me causou diversos problemas de ansiedade, gastrite, insônia a ponto de precisar ser afastada por mais de um pelo psiquiatra",1
4852,Vai fazer 1 mês que tô sem psicóloga e minha ansiedade piorou muito não tô nem conseguindo fazer os deveres tudo piorou eu quero chorar,1
4853,"Mano, a psicóloga remarcou minha consulta pra semana q vem, fiquei tão desanimada!! Não vou aguentar mais 1 semana de ansiedade 🤦🏻‍♀️🤦🏻‍♀️",1
4854,Os problemas de ansiedade aumentaram e hj sinto q estou no apice desse problema (eu estou procrastinando nesse exato momento coisas q eu deveria ter feito ha 1 semana atras) felizmente estou indo atras de terapia pra tentar resolver isso eu so espero n tomar mt no meu cu ate la,1
4855,"enquanto isso, gente que realmente tem ansiedade (tag e afins) que fazem &gt; tratamento &lt; pra isso, pq realmente não conseguem lidar sozinhos, são taxados de milhares de coisas por ser assim e usar medicações. a sua ansiedade por, por exemplo, viajar!!!!!! não é um transtorno!!!!!!",1
4856,amanhã vou ligar pro plano e marcar um psiquiatra   ansiedade ta me matando demais,1
4857,"É um tratamento não farmacológico que ensina a lidar com os desafios da vida e episódios de ansiedade. Existem evidências científicas que comprovam a eficácia dessa terapia, porém a mesma não deve ocupar o local de uma terapia com um profissional. +",1
4858,"@sitcomsgirI é isso cara! tem uma menina na minha sala, 25 anos, 6º semestre na faculdade e ela se recusa a apresentar eu acho isso ridiculo cara o povo prefere se afundar dando desculpa da saude mental, mas minha irma psicóloga falou que quem tem ansiedade precisa aprender a lidar com isso!",1
4859,"Se eu voltar pra terapia no estado que me encontro atualmente com certeza vou emendar com psiquiatra também, pai amado essa ansiedade me corrói",1
4860,Não sei se isso e cansaço psicólogo ou só ansiedade mesmo,1
4861,"minha psicóloga colocou só F41 no meu CID 10, não deveria ser mais especificado não?? essa mulher nunca falou nada sobre me diagnosticar, quando eu pergunto ela só fala que tenho ansiedade...",1
4862,"@IATodayBR puta merda, ficar recusando convite das premiações não é uma boa para a carreira dela, ela precisa voltar a comparecer à esses lugares públicos com várias artistas, pisar nos tapetes, chamar atenção..ela precisa procurar um tratamento para a ansiedade, pq está prejudicando o job",1
4863,"Vou voltar a fazer meu tratamento de ansiedade pq olha, não tá dando não 😓",1
4864,"se eu tiver ganho transtorno de ansiedade de brinde pelos anos de estudos e sequer passar esse ano, pense no tnt de terapia que eu vou fazer",1
4865,"@RevistaISTOE Sou psiquiatra lembrei de enviar meu livro: ""A Arte de Ser Infeliz - desarmando armadilhas emocionais"". São 50 capítulos sobre os conflitos emocionais e os estragos que causam no nosso cotidiano como ansiedade e depressão. Vi a matéria sobre ansiedade. Posso enviar?",1
4866,O Médico neuro explicando sobre as pessoas que tem ansiedade e em quarentena pode piorar. Alguém avisa ele que se a minha ansiedade piorar eu to f@$&amp;  Vou sair da quarter ir direto pro psiquiatra,1
4867,@pottergeistt e de ansiedade kkkkkk mas vou ir na psiquiatra daqui a pouco,1
4868,To Me Sentindo Tão Tistinho Alguém Me paga terapia pra que eu possa tomar medidas práticas e realistas a fim de abordar as questões que me causam ansiedade e me privam do sentimento de contentamento com a forma como lido com meus medos e inseguranças,1
4869,1h e meia de mindfulness agora e psicólogo depois se isso não curar minha ansiedade eu desisto,1
4870,"Bixo, minha ansiedade n me deixa fazer nada, tipo, n consigo ler, ouvir msc, conversar, assistir, absolutamente nada, eu fico inquieto, mas n sei oq fazer, é agonizante dms mano, sdds dos meus ex, ex psicóloga e ex psiquiatra",1
4871,vai tomar no cu odeio ter ansiedade pelo amor de deus corona vá embora eu preciso de um psiquiatra pra me receitar remédio. vai se fuder parece que vou morrer de tão rápido que meu coração bate,1
4872,"@sanmoont ai senhor 😥 um exercício que a minha psicóloga me ensinou é fechar os olhos, controlar a respiração e tentar distinguir os sons ao seu redor, me ajuda muito qnd a ansiedade ta atacando",1
4873,minha ansiedade ataca quando eu fico muitos dias sem avançar nas novelas da silvia pq eu sinto q estou sendo improdutiva e péssima fã kkk preciso de terapia,1
4874,also: pfvr alguém me paga uma sessão de terapia sério minha ansiedade atacou no meio do filme lembrando de coisas que já aconteceram comigo,1
4875,"e é foda ter q lidar com a ansiedade e disforia d ter  um corpo bosta e q nao me representa sabe e mesmo sabendo q tratamento hormonal vai me trazer uma satisfação imensa eu fico pensando ""sera q eu tenho maturidade suficiente pra fazer isso e lidar com as consequencias disso",1
4876,@Errado73 Ta se tratando? Tem dias melhores e dias piores.  Eu iniciei um tratamento psiquiátrico há alguns meses. Ansiedade e quadro depressivo.,1
4877,@ZedEvans3 @edwardinwayne @apxonaporhessa SEU CU eu faço tratamento pra ansiedade pode me contar,1
