,date,tweet,label
8252,2018-09-04,"galera to com um projeto serio,to planejando um suicidio coletivo pra sobrecarregar o inferno e nois derrotar o diabo  ",
8253,2018-09-04," lembre-se de todas as coisas pelas quais voce passou, voce chegou ate aqui e nao vai parar agora",
8254,2018-09-04,o que voce tem de diferente e o que voce tem de mais bonito.,
8255,2018-09-04,"nesse setembro amarelo, um pedido. deem uma maior visibilidade para outros transtornos mentais alem da depressao e ansiedade, ambos sao horriveis mas tambem existe o bipolar, o esquizofrenico etc...pessoas simplesmente vista como malucas.  saude mental vai mt alem ",
8256,2018-09-04,"um dia eu fui a pessoa que precisou ouvir essas coisas, entao hoje eu faco questao de falar sempre que voce nao precisa ter medo de assumir que tem um problema, que a sua saude mental precisa ser cuidada, e principalmente que voce nao esta sozinhx.  ",
8257,2018-09-04,por mais dificil que possa parecer o momento que esteja passando voce e importante...,
8258,2018-09-04," vale muito a pena ler os tt's dessa tag, melhora um pouco aqui dentro ",
8259,2018-09-04,voce e importante! voce e especial! voce e amado! voce e forte!,
8260,2018-09-04,voces nao sabem como essa tag e util e significante.,
8261,2018-09-04," se deus acredita em voce, quem voce pensa que e para nao acreditar?!",
8262,2018-09-04,bom vou fazer minha parte e retweeta essas frases pra quem esta precisando pq pra mim nao faz mais efeito. se vc acha que esta comecando a ter sintomas da depressao leia o que essa tag esta dizendo e por favor mantenha se forte,
8263,2018-09-04,"a vida no meio academico nao e facil, nao importa em que grau vc esta ou o cargo que exerce.  lembre-se, sua saude mental deve ser prioridade, nao permita que a pressao de produzir e ser bom engula sua paz. ",
8264,2018-09-04,ninguem merece ser discriminado por amar .,
8265,2018-09-04,gostei bastante dessa hashtag .,
8266,2018-09-04,eu sinceramente gostaria que alguem se importasse cmg !,
8267,2018-09-04,"converse com deus chore aos pes do senhor ele quer te ouvir e se nao consegue falar nada, simplesmente chore ...   ",
8268,2018-09-04,vou torcer por mais tags como essa nas redes sociais .,
8269,2018-09-04,mentira,
8270,2018-09-04,"  pra qualquer pessoa que esteja lendo isso, e estiver precisando de alguem pra desabafar, pode me chamar, todo mundo, eu amo ouvir as pessoas, e ficarei feliz se me chamarem. talvez, eu nao ajude em nada mas vou estar aqui pra escutar. ",
8271,2018-09-04,o suicidio nao e a melhor opcao!,
8272,2018-09-04,"fiquei aqui lendo os tweets e to chorando real. tava bem triste hj, mas agora me peguei dando um sorriso vendo o quao linda as pessoas podem ser ",
8273,2018-09-04,nunca chorei tanto numa tag,
8274,2018-09-04,"nunca deixe de se manifestar o que esta preso no coracao e na mente de voces. voce sempre tem uma segunda opcao na vida, para ser feliz. sempre !  ",
8275,2018-09-04,"nao se afogue nas suas dores internas, nao tenha medo de se abrir com alguem, nao permita que isso te destrua aos poucos, si de a capacidade de reagir, voce merece ficar em paz, merece viver. a sua essencia e linda. lembre-se que o mundo nao quer isso de voce.   ",
8276,2018-09-04," e todos precisamos de voce, lute, batalhe, nao desista de quem voce e e de que um dia podera ser. nos acreditamos em voce ",
8277,2018-09-04," a minha nem tanto  mas a sua importa sim  nao seja como eu, seja como voce",
8278,2018-09-04,continue vivo lembre-se que  - vc precisa ouvir sua musica fav mais uma vez - seu pet sentira sua falta se vc partir  - vc ainda vai viajar pelo mundo  - vc vai conhecer o amor da sua vida - vc ainda precisa conhecer seu idolo  - algumas pessoas precisam de vc,
8279,2018-09-04,"    alguns numeros de ajuda. repassem, alguem pode estar precisando.  192-samu 188-prevencao ao suicidio 181-disque-denuncia 180-delegacia da mulher",
8280,2018-09-04,voce e importante   qm quiser conversar a dm ta aberta so achar amores,
8281,2018-09-04,para as pessoas que dela amam e convivem,
8282,2018-09-04,ultimamente o que tem motivado a voce nao desistir?,
8283,2018-09-04,"mensagens de auto ajuda podem parecer idiotas, mas ce nao sabe o quanto elas ajudam. de certa forma, pessoas aleatorias acabam sabendo sobre nossa luta. mesmo que indiretamente. e mais uma vez: nao desista!  ",
8284,2018-09-04,"quando nada parecer ter solucao, quando tudo parecer tao pesado a ponto de nao conseguir suportar, quando a noite parecer mais escura e a tempestade parecer nao ter fim, feche os olhos e diga pra voce o quanto e forte, estamos dos seu lado  ",
8285,2018-09-04,vc e forte vc consegue,
8286,2018-09-04,"como eu disse no outro post, podem ficar a vontade pra desabafar comigo, nao vou julgar. se eu puder animar voces de alguma forma, tambem e so pedirem.  ",
8287,2018-09-04,"  que nao seja so esse mes, mas que seja assim pra sempre! pessoas precisam de nossa ajuda, eu sou uma dessas pessoas, mas estou aqui pra ajudar outras pessoas que precisam da mesma forma que eu! juntos somos mais  direct ta livre pra vcs ",
8288,2018-09-04," diante de tudo que voce passou ate agora, mesmo com tantas dificuldades, lembre-se que voce ainda esta aqui.  e lembre-se que voce ja venceu situacoes semelhantes antes. nao se renda.",
8289,2018-09-04,"em alguns momentos realmente chegamos a pensar que a gente nao vale nada , parece nao ter forca pra nenhuma reacao e dificil muito dificil mesmo superar essa situacao mas nao impossivel , acredita ! vc pode a gente e mais forte do que nos pensamos ! pense nisso... ",
8290,2018-09-04,"voce sobreviveu a todos os ""eu nao aguento mais"" voce e forte, voce e suficiente, voce e incrivel ",
8291,2018-09-04,viva essa ideia.,
8292,2018-09-04,"  por mais que seja dificil de acreditar existem pessoas que se importam com voce, que acreditam no seu potencial e que te acha perfeitamente lindo (a).",
8293,2018-09-04,boa noite povo de deus.,
8294,2018-09-04," ""a primavera esta chegando bem mais rapido que antes ,mesmo com o congelante frio ,nao se preocupe ela chegara pra mim ,esqueca minhas lagrimas e minha tristeza, quando a primavera chegar,entao..""- jonghyun",
8295,2018-09-04,"nao deixe que as pessoas te facam desistir daquilo que voce mais quer na vida. acredite. lute. conquiste. e acima de tudo, seja feliz! ",
8296,2018-09-04,falar e a melhor opcao. nao desista! confie.,
8297,2018-09-04,"eu sei que os sentimentos estao se perdendo e muitas vezes voce ja nao ve mais sentido por aqui, mas acredite, sua vida e valiosa, voce e importante. agora pode ser dificil de enxergar, mas tudo tem solucao, vai ficar tudo bem, sempre fica.  ",
8298,2018-09-04,jamais deixe de dar o seu melhor so porque alguem nao acreditou em voce.,
8299,2018-09-04,"vamos combinar uma coisinha?  se voce estiver precisando conversar coloque um:   se voce estiver disposto a ouvir coloque um:   vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraco.  ",
8300,2018-09-04,pra quem?,
8301,2018-09-04," pq smp vai ter pelo menos uma pessoa que vai morrer de saudade se vc partir importa pq vc ainda tem um futuro enorme pela frente  importa pq voce tem vida ainda, voce pode muda-la  importa pq tem muita gente ai pra te amar e voce ainda tem mt amor pra distribuir",
8302,2018-09-04,voce nao e o que as pessoas falam de ti  viva e seja feliz,
8303,2018-09-04,e muito!,
8304,2018-09-04,"entao , sim... mas se tu for depender dessa galerinha da bolha da internet vc ta fudido e mal pago... procura ajuda profissional se tiver com problema e nao cai nessa baboseira toda que vc ta vendo aqui",
8305,2018-09-04,"""diga a todos que voce e forte, diga a todos que voce e o suficiente. [...] todo mundo quer te amar, todo mundo vai te amar, nao se importe com nada mais, voce merece ser amada"" - 21st century girls   ",
8306,2018-09-04,"voce e especial,caralho voce e linda (o), voce e foda, voce e capaz  ",
8307,2018-09-04," nesse momento esquecemos nossos preconceitos  esquecemos racismo, homofobia, religiao, politica, machismo e nos unimos para ajudar quem esta precisando  voce importa ",
8308,2018-09-04,"voce que esta passando por uma situacao pesada emocionalmente, sinta-se abracada por esse cara aqui que tentou suicidio, mas que pode falar que deu a volta por cima. voce consegue! ",
8309,2018-09-04,eu te amo tanto menina voce me permite uma mensagem em seu%,
8310,2018-09-04,"ha muito tempo eu tento ajudar pessoas, ate que eu simplesmente nao conseguia mais... hoje, nao sou mais tao boa com conselhos. porem, minha vontade e maior, e se alguem ai quiser chamar pra conversa, pode ter certeza que eu tentarei o maximo ",
8311,2018-09-04,"por mais que as coisas estejam dificeis e voce queira desistir lembre-se que voce e unico! ninguem jamais vai ser como voce todos os seus detalhes sao seu e apenas seu, voce e insubstituivel. voce e suficiente voce e extraordinario  voce vale a pena voce e amado ",
8312,2018-09-04,"e ei, eu sei que voce pode encontrar um caminho voce e linda para mim nao importa o que as pessoas dizem tudo vai ficar bem voce e linda para mim  ",
8313,2018-09-04,voce e forte voce e determinada  voce e capaz  voce e incrivel  voce e especial  voce e insubstituivel,
8314,2018-09-04,"mesmo que tudo pareca perdido, nunca desista ",
8315,2018-09-04,nao ha historias ruins mas cheias de ferramentas para te formar um ser incrivel,
8316,2018-09-04,essa tag me faz ter esperanca na humanidade. obrigada a todos que se dedicaram a ajudar alguem.,
8317,2018-09-04,"ai chega ate a dar um conforto na alma ler esses tweets, pena que e passageiro :'( ",
8318,2018-09-04,essa tag me faz chorar,
8319,2018-09-04,nao! minha vida nao importa.,
8320,2018-09-04,"voltando do servico hj, fui surpreendido com a mensagem de cartao bloqueado (bilhete unico vt) que possui 2621 reais de saldo. porventura, na minha carteira nao tinha dinheiro para comprar uma passagem e a funcionaria responsavel da estacao leopoldina linha 8cptm ",
8321,2018-09-04,n pode falar isso pra qualquer um nao pq tem umas pessoa que ja comeca a pensar que o universo ta girando em torno dela,
8322,2018-09-04,"nao se machuque, nao fique triste, sei que voce pode sair desse problema que esta enfrentando, tudo tem uma solucao, busque ajuda e procure fazer alguma coisa que o faz se sentir bem ",
8323,2018-09-04,nao e o resultado de uma prova que define seu valor.,
8324,2018-09-04,bondade e ve pessoas destruidas tentando ajudar outras pessoas destruidas.  bondade ainda existe,
8325,2018-09-04,"nao desiste nao, doi em todo mundo, as pessoas so aguentam melhor e disfarcam melhor. mas todo mundo passa por momentos que parecem o fim. aquela dor que parece q n vai passar, mas passa.   ",
8326,2018-09-04,chegou o mes da hipocrisia,
8327,2018-09-04," tentei varias vezes, mas sempre desistia , pq paro e penso, ainda vai vir musicas novas do artista q gosto, filmes novos , novos episodios da serie favorita e por fim, penso nas pessoas q me amam e sofreriam, entao faca o mesmo, veja como vc e importante.",
8328,2018-09-04," nao deixe que seus medos o impeca de viver,seja forte,seja valente!",
8329,2018-09-04,as vezes precisamos passar por grandes e terriveis tempestades pra poder ve o belo e grande arco-iris e as borboletas,
8330,2018-09-04,"acima de todas as coisas de bom ou de ruim que esteja acontecendo, saiba de uma coisa: a verdadeira vida e deus e voce vale muito pra ele. te ama e jamais te abandonara.  ",
8331,2018-09-04,hashtag de suma importancia.,
8332,2018-09-04,um sorriso amistoso pode fazer o dia de alguem valer a pena,
8333,2018-09-04,nao deixe ninguem dizer que voce nao pode fazer algo. voce  pode tudo garota! nao deixe ninguem baguncar sua saude mental!,
8334,2018-09-04," importa nada desgracado aqui so serve pra sofrer, ser iludido, enganado ou traido. e ainda ter que aguentar as perdas dos ' amigos ' eu hein",
8335,2018-09-04,"se a dor interna persistir a ponto de querer te sufocar em si mesmo, lembre-se dos sonhos que ainda nao foram alcancados e sufoque a dor com a forca que te fazer querer sonhar.  ",
8336,2018-09-04,voce nao esta sozinho!,
8337,2018-09-04,"vc sabia? certa vez, charles chaplin resolveu entrar em um concurso para sosias de charles chaplin. ele ficou em terceiro lugar.  ",
8338,2018-09-04,setembro amarelo :),
8339,2018-09-04,to amando muito essa tag,
8340,2018-09-04,bebe,
8341,2018-09-04,voce e muito mais que so voce tens um proposito aqui  tens sonhos a realizar-se voce e um universo  voce faz sentido  voce nao e so voce voce e o sol e a  lua tao lindo(a) quanto um eclipse  voce e importante e sempre pense que tudo tem um jeito.,
8342,2018-09-04,nunca se esqueca disso voce e amado voce e especial  voce e suficiente,
8343,2018-09-04,"oi gente, hoje eu resolvi criar essa conta, pra ajudar quem precisa ser ouvido; o intuito principal e contar suas experiencias, sentimentos e medos. (dm ou marcacao) sigam, e ajudem a divulgar!  e se voce tiver pessoas pra te ouvir voce vai perceber isso!",
8344,2018-09-04,pois carrega contigo as digitais de quem lhe criou +,
8345,2018-09-04," se nao temesse a deus, eu ja teria suicidado. ninguem me convence que a vida vale a pena, sao 59 anos de desilusao,frustracao e derrota.",
8346,2018-09-04," pq ela e unica q n deixe que os outros digam oq vc deve ou nao ser/fazer  seja livre, viva a sua vida como quiser",
8347,2018-09-04,"depressao nao e drama, depressao nao e para chamar atencao, depressao nao e falta de deus, depressao nao e frescura.  depressao e coisa seria e precisa de atencao.   ",
8348,2018-09-04,que tag linda,
8349,2018-09-04,"parece que nao, mas passa, seja forte  . . ",
8350,2018-09-04,olhando a tag  foi inevitavel nao lembrar de uma ex namorada que sofria de depressao. vou repetir uma coisa que eu sempre dizia pra ela : quando a tempestade chegar lembre-se de todos aqueles que te amam e que sao felizes por voce existir. voce e forte e vai vencer,
8351,2018-09-04,isso era pra ser uma pergunta? pq a resposta e nao,
8352,2018-09-04,sempre tem alguem disposto a te escutar cvv .,
8353,2018-09-04,pra quem??????,
8354,2018-09-04,nao importa o quanto digam ao contrario,
8355,2018-09-04,"mesmo que as vezes a poeira da rotina te faca acreditar no contrario, ",
8356,2018-09-04,"em meio a fortes turbulencias em nosso pais, uma tag lindissima que da vontade de ficar horas lendo.   sim!  nossas missoes estao em andamento, temos muito o que fazer, ha muito por vir, muito o que viver, podemos levantar a cabeca e voltar a sorrir.",
8357,2018-09-04,voce e importante voce e amado voce e necessario voce e forte  voce e suficiente,
8358,2018-09-04,tudo tem um proposito! nao desista nunca! pq um dia vc vai olhar e ve que tudo deu certo  acredite  precisando peca ajuda,
8359,2018-09-04,"voce ja nasceu vencedor, nao foi acaso, nao foi atoa.  ",
8360,2018-09-04,"procure tratamento, depressao e doenca, vc precisa de ajuda! ",
8361,2018-09-04,"na vida sempre vai ter alguem pra te dizer ""eu te amo""  ",
8362,2018-09-04," e nao importa opcao sexual, opcao politica, cor, sua altura, seu ""nivel"" de beleza, sua condicao financeira. es importante, pois a vontade de deus e que todos sejam salvos - por intermedio de jesus! nao desista, tudo ja vai passar ",
8363,2018-09-04,"  as vezes uma coisinha que voce fala e pensa que nao vai magoar ninguem ( mas pensando bem... la no fundo ""a pessoa se magoa )  parem de julgar  ( todos nos somos feitos de carne, alma e osso)",
8364,2018-09-04,"cante alto no banho e banhe sua vida de encantos, sua vida importa muito! viva meu amor, viva! ",
8365,2018-09-04,"pensei um dia, que nunca mais iria sorrir,  mas passou sorri de novo! agora estou na mesma situacao,  tomara que passe logo!!! ",
8366,2018-09-04,muito obrigada pelas palavras de voces:'),
8367,2018-09-04," as vezes ouco passar o vento; e so de ouvir o vento passar, vale a pena ter nascido.",
8368,2018-09-04,"ei ei ei shiuuuu nao importa o q te digam, lembre se sempre que  e que voce vai superar todas as dificuldades, por que elas sao passageiras voce nao, voce e pra sempre ",
8369,2018-09-04,a minha eu sei que nao,
8370,2018-09-04,"as noites sao silenciosas, frias e melancolicas, mas o sol sempre surge pra te mostrar que existe sons, existe calor e existe novas oportunidades para serem descobertas.  espere o sol chegar   ",
8371,2018-09-04,"se atente aos sinais, nao espere que a pessoa va atras de voce. deixe so uma mensagem ""eu estou aqui pra voce"" e esteja mesmo, isso ja ajuda muito!  ",
8372,2018-09-04,"as vezes acho que nao vou mais aguentar , que talvez eu exploda com tantos pensamentos em minha mente  penso que minha alma ja morreu e apenas resta um corpo vagando por ai. mas mesmo assim ainda espero os dias de gloria chegarem.   ",
8373,2018-09-04,"eu gostaria de lhe dizer que sua vida importa, sua vida importa muito, talvez sua mente esteja nublada e voce nao consiga enxergar, mas esta tudo bem. voce se encontrara. you never walk alone sz ",
8374,2018-09-04," vendo as mensagens de carinho, preciso",
8375,2018-09-04,"a vida e mais do que parece ser agora  o mundo e grande e voce vai se encontrar nele  existem pessoas boas em algum lugar, e voce ira encontra-las um dia  voce pode se amar e um dia sera amadx  uma hora a dor passa, os problemas se resolvem  nem tudo esta perdido  ",
8376,2018-09-04,tudo tem solucao nesta vida. e nada nem ninguem e perfeito.,
8377,2018-09-04,olha voce ai que deve estar lendo isso e... agora que eu prendi sua atencao nao sei muito bem como dizer isso...... sua vida e importante para todos ao seu redor voce tem capacidade de mudar sua realidade e principalmente voce e insubstituivel para deus.,
8378,2018-09-04,voce e amado voce e capaz voce nao esta sozinho,
8379,2018-09-04,"nao e so porque voce nao se encaixam nesses miseros padroes que voce e feio (a) nao e so pq voce nao tem cinturinha que voce e gorda,nao e so porque voce nao se acha importante que nao seja,voce e especial,muito mais do que pensa ",
8380,2018-09-04," posso nao ser a pessoa com os melhores conselhos do mundo, mas sou uma boa ouvinte.. quando quiser desabafar, e so chamar!   e muito! ",
8381,2018-09-05,em pleno 2018 diante de todas as condicoes do pais. voce quer ?,
8382,2018-09-05,"sabe oq e horrivel em vc? o fato de voce nao enxergar a pessoa incrivel que tu e! tem pessoas que querem o seu bem, vc e forte! forte por conseguir enfrentar essas crises, para de se auto destruir, voce merece muito mais, voce e mais que isso, voce merece o mundo. ",
8383,2018-09-05,e muito,
8384,2018-09-05,"nao desista, voce e capaz!    ",
8385,2018-09-05,"vamos combinar uma coisinha?  se voce estiver precisando conversar coloque um:    se voce estiver disposto a ouvir coloque um:   vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraco.  ",
8386,2018-09-05,"voce e muito mais do que esses pensamentos ruins que fazem parecer que nao e capaz, mas voce e. que nao e forte, mas voce e. que nao vai vencer suas fases dificeis, mas vai. que nunca e bom o suficiente, mas voce e. voce e muito mais do que imagina. ",
8387,2018-09-05,voce e mais que suas crises,
8388,2018-09-05,"nao importa o que aconteca, e o quanto as coisas estejam dificeis, nunca desista daquilo que sempre sonhou voce vai alcancar tudo nao desista de voce,tudo vai melhorar!!   ",
8389,2018-09-05,voce vale a pena.  voce nao e culpado(a). voce e importante.  nao desista de si mesmo,
8390,2018-09-05,"muitos escrevem textos motivacionais que para mim seguem um mesmo padrao, para esse setembro nao tenho nada a dizer alem de:  .",
8391,2018-09-05,"levante quantas vezes forem necessarias erga sua cabeca e perceba o quanto es forte desistir nao e a solucao, seguir em frente sim! voce nao esta sozinho e mais forte que pensa pode e consegue queira! e jamais se entregue, por mais dificil que esteja!  ",
8392,2018-09-05,"  temos 365 dias no ano e em 30 dias as pessoas se importam somente em setembro,com aquele amigo de lado ,a namorada que chora atoa,mas e o resto do ano e o resto dos dias eles n iram se importar com oque a gente passa depressao nao e brincadeira ",
8393,2018-09-05,"nao desista de voce, nao desista de sua vida, voce e importante aqui na terra. se necessario peca, busque ajuda, sem vergonha, sem medo. o sofrimento fica mais leve com alguem te ajudando, orientando. voce e forte, voce consegue! ",
8394,2018-09-05,quando voce pensar em desistir lembre-se o quanto voce lutou pra chegar ate aqui !,
8395,2018-09-05,"""chorar nao te faz menos homem ou mulher, te faz humano.""  acredito que todas as pessoas que choram ""sem motivo"" sao as que mais seguraram as lagrimas e colocaram um sorriso falso em seu rosto. voce e mais forte do que aparenta.  ",
8396,2018-09-05,"voce resistiu a 100% dos seus dias ruins, voce esta aqui. voce e forte, e suficiente. me orgulho de ti.  ",
8397,2018-09-05,"se voces querem realmente ajudar: conversem com essa pessoa sem fazer competicao de quem ta pior, sem falar nada apenas escute ela, e faca ela saber que tem um ombro amigo para chorar, que tem onde se amparar, que alguem esta ali pra ela. ",
8398,2018-09-05,"voce nao e a sua nota baixa voce nao e a cobranca dos seus pais voce nao e o seu dia ruim voce nao e o desprezo de quem voce ama voce e um ser humano, tem falhas e ta tudo bem  ",
8399,2018-09-05,"   alguns numeros de ajuda. repassem, alguem pode estar precisando.  192-samu 188-prevencao ao suicidio 181-disque-denuncia 180-delegacia da mulher",
8400,2018-09-05,"voce e importante  voce e suficiente voce e uma pessoa amavel  voce e incrivel pra caralho, assim do jeitinho que voce e.  ",
8401,2018-09-05,"nao desista de viver, sua vida vale mais que muita coisa no mundo, mais que a vontade de deixar o mundo...   ",
8402,2018-09-05,olhe pra dentro de voce. voce e muito mais do que pensa que e.,
8403,2018-09-05,a gente te ama tambem! nao deixe que uma fase ruim estrague todo o jogo.,
8404,2018-09-05,100% disposta a ouvir qualquer um que precise desabafar nao hesite em pedir ajuda,
8405,2018-09-05,"nao se afogue nas suas dores internas, nao tenha medo de se abrir com alguem, nao permita que isso te destrua aos poucos, si de a capacidade de reagir, voces merece ficar em paz, merece viver. a sua essencia e linda. lembre-se que o mundo nao quer isso de voce.  ",
8406,2018-09-05,"aos que sofrem com dores intensas, fazendo com que a morte seja uma opcao, gostaria de dizer: nao desista, encontre uma maneira de pedir ajuda. sempre existirao outras formas de acabar com a sua dor sem que voce precise acabar com sua propria vida!  - anonimo ",
8407,2018-09-05,sempre escolha a vida!,
8408,2018-09-05,"quando as pessoas dizem: ah fulano quer chamar atencao dizendo que quer se matar e sim fulano quer atencao, quer que voce note que ele ta pedindo socorro, ele quer atencao de que voce demonstre que esta ali para ele, de que nao o deixe fazer isso. ",
8409,2018-09-05,"e dificil, acreditem. os pensamentos se confundem. assim como boas palavras nos salvam.  ",
8410,2018-09-05,"voce e capaz de vencer, acredite em voce! ",
8411,2018-09-05,"    se voce nao passa por determinado problema, nao tem direito de dizer que eu nao passo!",
8412,2018-09-05,*voce e importante   *voce e capaz *voce e suficiente pra tudo *voce tem sua beleza independente de padroes *sua presenca no mundo faz diferenca  &gt;continue vivo(a)!,
8413,2018-09-05,caso voce precise ouvir:  voce e lindx; voce e suficiente; voce e amadx; voce e otimx; voce nao e inutil; voce e incrivel!,
8414,2018-09-05,"se alguem nao te deu valor, te machucou, entao faca dessa pessoa algo sem importancia. mas nao voce, por que  sim ",
8415,2018-09-05,"eu sei que e dificil as vezes, eu sei que a vida nao e facil, mas existe um deus que te ama, que te planejou e voce e um projeto dele e todos os projetos de deus dao certo. voce e muito importante.   ",
8416,2018-09-05,acho que nao muito,
8417,2018-09-05,"como apoiar quem sofre ou como buscar ajuda?  o centro de valorizacao da vida (cvv), e uma organizacao nao governamental fundada em 1 de marco de 1962 que busca valorizar a vida e prevenir o suicidio atraves de apoio emocional, atendendo de maneira voluntaria e gratuita,",
8418,2018-09-05,que coisa mais linda essa tag!,
8419,2018-09-05,esses textinhos com  sao tao fofos,
8420,2018-09-05,"1-vc e incrivel 2-em algum lugar no mundo alguem se importa com vc(se vc acha q n,estou aqui e me importo) 3-existem pessoas q te amam mto 4-vc tem muitas qualidades 5-vc n tem q carregar o mundo nas costas 6-te aconselho olhar dentro de si e ver o qnto vc e unico ",
8421,2018-09-05," e voce sabe disso, porque todo dia voce deseja que a parte morta suma de dentro de voce, porque voce quer a parte viva, entao voce se importa, com a vida, em estar na vida e da vida estar em voce, voce se importa!!!! ",
8422,2018-09-05,depressao: e quando voce nao consegue sentir nada.  ansiedade : e quando voce sente de mais.  ter ambas e uma guerra constante dentro da sua propria mente.,
8423,2018-09-05,"voce ja tentou hoje, eu sei que tentou. todos os dias voce tenta. nao se desaponte por nao ter chegado onde queria. as coisas vao dar certo para voce, mesmo que demore. ",
8424,2018-09-05,"minha vida ja foi importante um dia, agr nao mais ",
8425,2018-09-05,vc e importante  vc e suficiente,
8426,2018-09-05,voce e incrivel . m nao se deixe abalar por nada .,
8427,2018-09-05,"tudo bem nao "" encaixar"". tudo bem nao corresponder as expectativas dos outros. voce nao precisa agradar a toda gente. voce e incrivel. e voce nao esta so.   ",
8428,2018-09-05,"nao pensam que as vezes tem gente querendo se matar naquela sala. e toda palavra, independente de quem falar, tem um peso na vida de alguem.    --&gt; *nao* foi a professora",
8429,2018-09-05,"sempre tem alguem te amando e que quer muito que voce fique bem.  as vezes nao entendem o que voce passa ou nao sabem lidar com tua carga de emocoes, mas alguem te ama. alguem quer te ver bem sempre! vale a pena continuar!! ",
8430,2018-09-05,voce e incrivel  voce e forte  voce consegue,
8431,2018-09-05,voce e incrivel. eu me importo com voce. nao precisa passar por isso sozinho(a). voce vai sair dessa.,
8432,2018-09-05,"paz, tranquilidade, amor vida!! a sua e o que realmente importa. use o poder que vem de dentro nos momentos mais dificeis, inspire e seja o que voce e. floresca e frutifique!   ",
8433,2018-09-05,"quando a pessoa pensa em se matar, ela nao quer se livrar da vida, ela so quer se livrar da dor     ",
8434,2018-09-05," nunca pense que esta so, por mais que isso pareca acontecer, vc e importante, saiba disso!",
8435,2018-09-05,"ei, olhe para voce, se olhe no espelho e se olhe por dentro.  sabia que voce e importante?  quer um unico motivo para acreditar nisso?  nesse mundo nao ha ninguem igual a voce,  esse e apenas um  dos motivos que o torna super especial.  ",
8436,2018-09-05,nao deixe ninguem lhe convencer de que voce nao e suficiente.,
8437,2018-09-05,"voce nao e sua crise de ansiedade voce nao e sua depressao voce nao e inferior a ninguem voce e unico, insubstituivel e tudo isso vai passar! ",
8438,2018-09-05,ser voce for cis nao,
8439,2018-09-05,porque cuidar da mente faz bem,
8440,2018-09-05,"o suicidio normalmente vem cheio de sinais, nao os subestime, nao os negligencie. ofereca suas maos, seus ombros e seu coracao sempre que possivel. se mantenha aberto a essa possibilidade. amor cura. amor salva.  ",
8441,2018-09-05,"muita gente nao sabe, mas eu sofro com depressao ja tem 11 anos. tentei suicidio 3x, mas tive chance de levantar a cabeca e buscar meus objetivos. quem acha que o suicidio e uma opcao, abra a mente e procure quem ja passou por isso. depressao nao e frescura!  ",
8442,2018-09-05,"utilidade publica: pode me procurar pra qualquer ajuda, desde a conversa ate acompanha-lx a um profissional. voce nao esta sozinhx ",
8443,2018-09-05,"amo setembro por diversos motivos, e um deles e ",
8444,2018-09-05,voce e amado  voce e forte  voce e necessario  fique vivo!!,
8445,2018-09-05,vamo combinar que vc q ta lendo isso  puta merda tu v e n c e u o d i a d e h o j e,
8446,2018-09-05,galinhas sofrem de depressao,
8447,2018-09-05,"as pessoas nao tem mesmo nocao do que dizem. coisas que me disseram a dois anos atras me atormentam ate hoje.  tomem muito cuidado com o que dizem, voces podem estar causando um sofreimento enorme a alguem. ",
8448,2018-09-05,"se voce tem um amigo, ou entt apenas um conhecido, conversa c a pessoa. leva ela pra tomar um cafe ctg.  ",
8449,2018-09-05,"nao adianta escrever textos lindos sobre  e se colocar a disposicao para desabafos nas redes sociais, mas achar que depressao, ansiedade e afins sao palhacada e mimimi na vida real, ok?",
8450,2018-09-05,vc e importante   vc e especial   vc e amado  vc e incrivel,
8451,2018-09-05,"hoje ta fazendo exatamente 1 mes que nao tenho crise de ansiedade, eu estou orgulhosa de mim  ",
8452,2018-09-05,chega pra sua miga que esta borococho e canta  ooooooo novinha quero te ver contenti!!!,
8453,2018-09-05,"ontem eu entrei num onibus vindo de teresina como e de costume, e junto comigo entrou uma menina, se apertando na multidao. ela era gordinha, estava meio descabelada, provavelmente vinha da faculdade. usava uma havaiana daquelas baratinhas sabe? ",
8454,2018-09-05,"eu fico tao sensivel nesse mes, eu dedico minha vida inteira a ele  ",
8455,2018-09-05,"em setembro voces fingem que se importam com a depressao postando coisas em amarelo, mas na realidade nao ligam pra quem esta proximo ou precisam de voces e nem percebem que o proximo suicidio esta mais perto do que imaginam! ",
8456,2018-09-05,seja essa pessoa que voce e com os outros durante o setembro amarelo em todos os meses do ano.,
8457,2018-09-05,e a melhor solucao  prevencao contra o suicidio,
8458,2018-09-05,"se a pessoa nao estiver bem, ela pode piorar. pode piorar muito. pode piorar tanto, ao ponto de achar que nao vale a pena continuar vivendo. aproveitando que estamos no , pense 1, 2, 500 vezes antes de dar a sua opiniao a alguem que nao a solicitou.",
8459,2018-09-05,"vamos combinar uma coisinha?  se voce estiver precisando conversar coloque um:    se voce estiver disposto a ouvir coloque um:   vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraco.    ",
8460,2018-09-05,"+ eu me orgulho muito do homem que me criou, e sinto tanto por ele ter passado por tudo isso..  a depressao existe, e ela mata. depressao nao e um assunto so para setembro, e um assunto pro ano inteiro!! ",
