date,tweet,label
2018-12-14,"sua vida e valiosa! o centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias. ligue 188 - vamos ajudar",
2018-12-14,dps vem falar de suicidio,
2018-12-14,"finalizamos a gravacao do radioconto ""a escolha de rex"", uma producao coletiva do comeco ao fim, e, em seguida jantamos, conversamos, celebramos mais um ano bom do trecho 2.8! viva     ",
2018-12-15,"a saude que mais devemos nos preocupar e a da mente. se perdermos ela, perdemos o resto.        ",
2018-12-15,"todos lutamos as nossas batalhas invisiveis  ! se perder alguma ! nao discuta nem lastime! conviva, lute e se prepare para a proxima!    ",
2018-12-15,"se voce ou alguem que voce conhece esta passando por dificuldades emocionais ou considerando o suicidio, ligue para o 'centro de valorizacao da vida' pelo 188. o cvv realiza apoio emocional atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar.",
2018-12-15,reflexao.,
2018-12-16,"tudo tem um pq, tudo isso vai passar e a alegria predominara. estamos contigo luane! ",
2018-12-16,"tive um final de semana maravilhoso ! mas por 2 horas que estive em casa sozinha, nesse fim de domingo minha crise de  me abracou! em segundos destruiu  meu final de semana...  ",
2018-12-16," quer ligar pra mim?  tem o centro de valorizacao da vida tambem, o numero e 188",
2018-12-17,"- que dia triste, dificil se despedir de gente que cresceu com a gente   ",
2018-12-18,a  consiste no uso da  cun obxectivo terapeutico (libros de autoaxuda) ou de desenvolvemento (novelas). recorrese a ela principalmente para apoiar o tratamento de trastornos mentais e problemas emocionais e para promover a saude mental.,
2018-12-19,alguem ja alertou o centro de valorizacao da vida sobre essa galinha ?? (ou de repente o ibama nao tenho certeza),
2018-12-19,nunca deixe pra amanha o que voce pode cancelar agora mesmo,
2018-12-20,6 tb ficam alertas sobre saude mental so qdo famoso morre?!,
2018-12-20,"voce tem o costume de perguntar para amigos ou familiares se eles precisam de ajuda? ou ao contrario, voce ja procurou apoio de amigos ou familiares quando o assunto e ?",
2018-12-20,"1, precisamos trazer o discurso da saude mental para a pratica. tipo assim, mano, se voce passa um creme no corpo, isso ajuda na sua saude mental. dedicar pequenas atitudes em prol de si, com tempo, com auto cuidado, isso ajuda! ",
2018-12-21," nos levamos este assunto muito a serio, man. por isso, recomendo que entre em contato com instituicoes idoneas, como o cvv - centro de valorizacao da vida, telefone 141. eles possuem pessoas qualificadas que poderao auxilia-lo. espero que fique melhor. agradeco o seu contato.",
2018-12-21,"recepcionistas de consultorio psiquiatrico, nao olhem para nos pacientes com cara de pena. nao tem nada de constrangedor em frequentar este tipo de profissional. a cara de voces e que e uo.  ",
2018-12-21,centro de acolhida santo amaro  atividade sobre o tema: saude mental e datas comemorativas com o objetivo e de trazer a reflexao sobre a tristeza que atinge algumas pessoas em datas festivas.,
2018-12-21,as pessoas estao chocadas com a baba. eu me pergunto como a familia nao percebe que tem algo acontecendo com a crianca? ignorar a crianca faz parte da familia tradicional brasileira.,
2018-12-21,-  hoje eu li o depoimento de menina que tentou suicidio no dia 18 de julho e achei importante falar sobre isso.,
2018-12-22," fala pra ela ligar pro centro de valorizacao da vida, o numero e 188, tenho uma prima q passou por isso, esse numero ajudou bastante ela",
2018-12-22,ha dias que o marasmo nos pega! eta preguicinha boa. e nao e depre. e so o bom e velho ocio.,
2018-12-22,"quase tudo pronto para oferecer o melhor acolhimento aos clientes que buscam a psicoterapia. cuidar da saude mental, acompanhar o desenvolvimento e o crescimento dos clientes e o que mobiliza a oferecer o melhor servico, com etica, qualidade, profissionalismo. .",
2018-12-22,"uma pessoa com depressao faz selfie, sorri, vai a praia...  e volta de um passeio no shopping com as amigas e se despede da vida em seu quarto escuro. sem ninguem desconfiar.   depressao nao e aparencia. e estado de espirito.    ",
2018-12-23,carai liga pro centro de valorizacao da vida nmrl,
2018-12-23,ela e assim...        #e       em varre-sai  https://t.co/dvztkatkmi,
2018-12-23,"as pessoas nao tem um pingo de amor ao proximo , nao levanta . ai depois vai pra hashtag fazer campanha ",
2018-12-24," nao pense por essa perspectiva!  cada um de nos tem a sua importancia e valor, mesmo que nao saibamos qual seja no momento. firme e em frente qualquer coisa conte com anjos no cvv (centro de valorizacao da vida)! bjs no coracao!",
2018-12-25,"""como se matar sem sentir dor"" ja joguei isso no google e ele me indicou o telefone do centro de valorizacao da vida. ",
2018-12-25,"                 o  (centro de valorizacao da vida) oferece apoio emocional gratuito, anonimo e sigiloso, 24 hrs p/ dia, inclusive feriados. ligue 188!",
2018-12-26,vc acha isso pra nao precisa ser assim. quando quiser desabafar estarei aqui.,
2018-12-26,"""nao romantizem o suicidio""   ue, quem fica postando que vai se matar, que cansou, seila o que em forma de piada/meme e voces.   sao voces que postam merda e depois fica   cada piadinha que voces postam para parecer cool tira a credibilidade de quem sofre d vdd",
2018-12-26,nao desejo a ninguem o que estou sentindo esses dias e ainda assim tenho que sorrir pra fingir que esta tudo bem!,
2018-12-27,vai se foder centro de valorizacao da vida que nao ajuda porra nenhuma,
2018-12-27,"eu estava no telefone e disse para um homem, estou muito aflito: - estou no terceiro andar da minha casa querendo me atirar da janela. do outro lado:o homem - enganou-se no numero,amigo o centro de valorizacao a vida e 188 aqui e da carpintaria. :- eu sei, a janela que nao abre...",
2018-12-27,"nao deu certo muito certo pra mim, enfim. em demolidor tem um personagem que tem disturbio psicopata, dai ele comeca a trabalhar em centro de valorizacao da vida, so que inves de previnir o suicidio ele incentiva, tipo, isso e muito louco",
2018-12-27,"e na serie todo mundo se junta e da apoio pro pobrezinho que ta sofrendo, mas na vida real todo mundo se afasta de voce e fica com medo de voce fazer alguma coisa por causa delas, na internet tudo e bonito, todo mundo  e se oferece pra fazer companhia e conversar",
2018-12-28,"      espero que voce consiga resolver suas questoes sexuais aos inves de projetar seus complexos/frustracoes em terceiros. procure uma , mas com um profissional graduado em  .",
2018-12-29,"e o pior varias pessoas fofocando sobre ele, e pessoas que da igreja que vive com a biblia de baixo do braco e ainda se acha superior aos outros, essas mesmas que tinha que dar o apoio a familhia mas o inves disso estava difamado o mesmo! ",
2018-12-29,"liberdade nada tem a ver com se fazer o que quer. a questao e saber se o que se quer ja, nao vai custar a sua paz no final das contas. liberdade e o reflexo vivo da maturidade emocional. e so tem maturidade emocional quem aprende a lidar com a liberdade. ",
2018-12-29,"e doloroso quando vejo alguem triste, alguem com ideias de tirar a vida, me desespero como se nao houvesse o amanha, precisamos viver  . nao acabou porra!!!",
2018-12-29,e preciso tratar pessoas ..,
2018-12-30,"tentei negar para os outros e ate para mim mesma. tomei remedios retardantes. dois anos depois eu estava melhor, quando me peguei procurando uma forma indolor de morrer. as vezes a dor vem, e acredite, quem sente procura nao alamar.   ",
2018-12-30,"  fui voluntario no posto do c.v.v. ( centro de valorizacao da vida ) exatamente nesse lugar , portanto desejo bastante beleza &amp; muito sucesso neste empreendimento hoteleiro , afinal sampa city merece ! ",
2018-12-30," oi sei que a gente nem se segue, vi aqui seu tweet na minha tl (seguidores em comum) mas disca 188 anjo, e o numero do centro de valorizacao da vida eles vao conversar com vc e alem de tudo e gratuito, pesquisa sobre se quiser saber mais... espero que as coisas melhorem ",
2018-12-30,acabei de mandar msg pro centro de valorizacao da vida  meu deus qq eu to fazendo,
2018-12-30,"sua vida e valiosa! o centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias ......",
2018-12-31,"agora pronto, inventaram o ",
2018-12-31,"o fim do ano chegou. pense comigo rapidamente, voce colecionou mais objetos ou momentos e emocoes?        ",
2018-12-31,"cvv / centro de valorizacao da vida apoio emocional e prevencao do suicidio, ligacoes gratuitas de todo o brasil. ligue 188",
2018-12-31,"vamos combinar uma coisinha?  se voce estiver precisando conversar coloque um:    se voce estiver disposto a ouvir coloque um:   vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraco.   ",
2019-01-01,"ai meu povo do ""fora bolsonaro"", fica a dica:  o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, ligue 188.",
2019-01-01,desafio para o  sera falar de sanidade mental e maternidade..... so help me god,
2019-01-01,a depressao nao e so em setembro!,
2019-01-02,"   mes de prevencao a saude mental.  hoje em dia, as pessoas adoecem, do ponto de vista mental, cada dia mais devido a diversas facetas do contexto urbano onde se inserem: trabalho, transito, conflitos familiares, etc.",
2019-01-02,"abracar, conversar e sorrir sao acoes que devemos sempre reciclar, depressao e serio e merece atencao, cuide-se e viva a vida.  ",
2019-01-02,"desejo forcas para todos com problemas de saude mental e mais forcas ainda para a organizacao do , que tem que mostrar o lado bom da vida nesse periodo.",
2019-01-02,cuide da sua saude mental,
2019-01-03,"essa discussao sobre  me leva a querer falar do que realmente importa. lembrando que antes do outubro rosa e do novembro azul, temos o janeiro branco. vamos falar sobre saude mental? quem cuida da mente, cuida da vida. ",
2019-01-03,n substime a dor da alma,
2019-01-03,"""2019 comeca e janeiro e  branco. o mes e dedicado a saude mental"", hoje  na ,  moda e ",
2019-01-03,ah e dei block em todos q falaram merda pra mim ..,
2019-01-03,"rosa, azul, amarelo, verde, burro fugido... tanto faz a cor, quem e daltonico nem vai ver diferenca.      ",
2019-01-03,"por fim, liguem 188. centro de valorizacao da vida! nao deixa de cuidar de voce, nao existe nada mais valioso nesse mundo!",
2019-01-03,cuide de sua saude mental.,
2019-01-03,"gente, quando voces estiverem com depressao, ansiedade, angustiados entrem em contato com o centro de valorizacao da vida, disk 188. as ligacoes sao gratuitas em todo o territorio nacional. se achar que ainda nao e o caso ou quiser algo mais proximo, me chama para conversar",
2019-01-04,cuidar da mente e tao importante quanto cuidar do corpo.,
2019-01-04,acho que vcs deveriam subir algum dos episodios da serie futuros possiveis no  durante suas suas ferias ( ou ). prevejo uma destruicao generalizada de nossa saude mental nesse comeco de ano. e e,
2019-01-04," e para prevencao do suicidio, mas so se vc for um dos simpsons",
2019-01-04," super interessante gostei de ler a ""carta ao leitor: o sentido da vida."" considerando-se a relacao entre os momentos de vazio existencial que experimentamos e a nossa preciosa saude mental, a super esta em sintonia com o . a vida exige a criacao de sentidos.",
2019-01-04,"o que faria se chegasse em casa, ao olhar a cama do seu filho(a), e ela esta vazia, porque ele(a) esta desaparecido.  ",
2019-01-04,"tudo contribui para que nao tenha mais vontade de seguir em frente, desistir sempre parece a melhor opcao!  entao galerinha ame mais o proximo !      centro de valorizacao da vida - ligue: 188",
2019-01-04,"tenho visto muitos tweets sobre  por aqui. o brasil e um dos paises campeoes em doencas como  e outras doencas e transtornos mentais. alguem aqui conhece pelo menos uma pessoa que tenha , ,  e afins?",
2019-01-04,compartilhando posts sobre o  pra ajudar meus amigos e outras pessoas a se cuidarem mas minha mae nunca me levaria num psicologo mesmo eu precisando muito,
2019-01-05,entre a raiz e a flor ha o tempo.',
2019-01-05,"com o indice de suicidio de pessoas negras e indigenas altissimo, devemos enfatizar mais a importancia de cuidar da nossa saude mental. ",
2019-01-05,se chegastes ate aqui e sinal de que podes ir muito alem!,
2019-01-05,"vai com calma 2019, e muito  so pra ",
2019-01-05,"pensar na saude mental e tambem fazer coisas que so voce pode fazer por voce, tipo te levar para ir no cinema, se arrumar ",
2019-01-05," esse e o centro de valorizacao da vida gaveta, valorizando a vida para que a zoeira nunca acabe.",
2019-01-05,"  melhor reflexao do dia, mes e do ano   ",
2019-01-05,"quando alguem chama uma pessoa de ""louca"" ou ""doente mental"" para agredir ou denegrir esta ajudando a perpetuar o estigma de associar o sofrimento de passar por problemas psicologicos a algo pejorativo e difamatorio?  ",
2019-01-06,"gente, a vida e dificil mas condominio nos passa todos os desafios poxa rs  ",
2019-01-06,"eu ja escrevi tantas cartas suicidas que perdi a conta... mais uma noite em claro, mais uma noite que quase aconteceu...  ",
2019-01-06,"informe-se sobre o  , diga nao ao suicidio e sim ao tratamento psicologico, psiquiatrico.",
2019-01-06,cuide de sua saude mental,
2019-01-07,"voces na internet querem pagar de apoiadores de causas e desconstruidores de padroes mas nao perdem a unica chance de terem empatia pelo proximo, e foda ser  so por status",
2019-01-07,"nao estou nada bem hoje queria tanto que essa dor passasse  dores insuportaveis no peito,fraqueza,tremores,pensamentos negativos de morte,esta tao dificil sei que deus esta no controle da minha vida,porem sou tao falha que nao consigo acreditar ",
2019-01-07,"  voce precisa de ajuda psicologica, amigo. aproveita que estamos no  e pede ajuda. otima semana pra voce!",
2019-01-08," e um momento para pensar sobre a importancia do cuidado mental. em tempos onde tudo se desfaz, construir algo solido e permanente tem sido um desafio cotidiano.",
2019-01-08,terapias alternativas para sair da depressao  (comentarios),
2019-01-08,"pronto perfil mudado, sai do setembro amarelo ate q fim kk ",
2019-01-08,nao tava sabendo dessa de janeiro branco pra acoes em saude mental. acabei de ver um outdoor. alguem tava sabendo?,
2019-01-08,tem 69 pessoas tentando nao se suicidar no site do centro de valorizacao da vida junto comigo nesse momento  isso e assustador,
2019-01-08,"gerencie o seu eu, seja protagonista de sua historia, domine o medo, trace metas, tenha disciplina e jamais desista. todas essas caracteristicas fazem parte da vida de quem verdadeiramente sabe ser um artista no palco da vida.  ",
2019-01-09,"tudo tem seu tempo , e na hora exata tudo se resolve. controla essa ansiedade!!!procure colocar tudo nos bracos do senhor e descansa. no final da tudo certo! ",
2019-01-09,centro de valorizacao da vida - c v v - ligue 141 gratuitamente de qualquer fixo. tera sempre um atendente disposto a conversar sobre suas depressoes e magoas.,
2019-01-09,} centro de valorizacao da vida 141 } delegacia da mulher 180 } direitos humanos 100 } vigilancia sanitaria  } defesa civil 199 } comunicacao para portadores de deficiencia especial 142,
2019-01-09,apenas 7 de janeiro  e a vontade de larga td pa vende droga e grande,
2019-01-09,"sou tao orgulhosinha do projeto do meu tio, ta dando tudo tao certo, saude mental e muito importante viu galera, ",
2019-01-09,"ei bbs, estamos na campanha do janeiro branco, mes de conscientizacao da saude mental, contra os problemas psicologicos. pq quem cuida da mente cuida da vida... da alma.    ",
2019-01-10,centro de valorizacao da vida kkkkk pq vc falou que tinha te ajudado mto,
2019-01-10," caraca, bicho... pata de camelo? porra deixa a mina fazer oq quiser com a propria buceta. eu entrei no seu perfil agr e vi teu post sobre o centro de valorizacao a vida, tu se importa com o sentimento das pessoas ou caga? pq os dois n da migo",
2019-01-11,"por isso, mesmo com meu corpo nada padrao,  passei a usar biquini, como inicio de um processo de aceitacao, cuidado e amor pelo corpo que tenho.    ",
2019-01-11,"  querida, nao se e de competencia do seu ministro, mas divulgue tb o 188 telefone do centro de valorizacao da vida  . obrigada ",
2019-01-12,"""nao compramos coisas com dinheiro, compramos com o tempo de vida que gastamos para ganhar aquele dinheiro."" (mujica)  use seu tempo com sabedoria.    ",
2019-01-12,existe um centro de valorizacao da vida e eu n estava sabendo ate agora,
2019-01-12,"profissional e apoiar a pessoa a melhorar. evite dar motivos para a pessoa ficar, sei que na hora do desespero e complicado, porem existe o 188, o cvv (centro de valorizacao da vida), onde voce pode ligar tanto sozinho ou para alguem, para ser aconselhado.",
2019-01-12,"caps sendo sucateado, transtornos mentais cada vez mais demonizados ou banalizados e quem ta desesperado tentando reerguer a saude mental ta como? fudido.   ",
2019-01-12,quem inventou essa tal tristeza faco o favor de desinventar,
2019-01-12,"eu fico extremamente mal com o que esta acontecendo com a streamer poulie agora, porque depressao e algo serio e eu sei o quanto e dificil passar por certas situacoes, porque eu passo ate hoje por isso,forca poulie voce vai sair dessa.    ",
2019-01-12,"voces sao  por status, vao tomar no cu! voces nao se importam de ninguem alem de vc e quem te convem",
2019-01-12,ti intendo  cem a sam e o kapopi eu nn so nada   iconis que acabam a depresso,
2019-01-13," oi. linha de prevencao ao suicidio: 188. procura o cvv. aproveitando o , vim aqui para dizer: a dor vai passar. acredita. e lembra: voce vale a pena, garotinha. se precisar, pode escrever. tamujunto,",
2019-01-13," acabou de dizer no faustao: ""emocao e um traco de felicidade. so se emociona quem e feliz."" qual foi a ultima vez que voce se emocionou?    ",
2019-01-13,boa noite a todos e todas. que tenhamos uma semana abencoada!!!        e que todos cuidem de sua saude mental para seguirem firmes na luta!!!,
2019-01-14,"voce ja fez terapia on line?  rotina atarefada, pouco tempo mas tem.a necessidades de conversar com um terapeuta?  em breve : diva de bolso.. um aplicativo acessivel, pratico e eficaz   ",
2019-01-14,ccv/centro de valorizacao da vida era ndeg70 ja  estou em 23deg duas horas depois kkkkkkk,
2019-01-14,nos apoie na campanha  por uma cultura da saude mental no brasil,
2019-01-14,e com,
2019-01-14,"nao quis surtar com meu pai. o tag faz a gente fazer cada coisa e depois as pessoas acham que e culpa deles...  as vezes e, mas nem sempre  ",
2019-01-14,"dificil ser de uma geracao que sofre da uma doenca chamada ansiedade, mais dificil e ser uma das pessoas que tem sofrido com isso.  ",
2019-01-14,"e dificil aceitar, que uma pessoa que cresceu contigo, vai embora assim e do pior jeito. pediu tanto para sermos fortes, e seremos por voce let  ",
2019-01-15,": como comentado no , a depressao, ansiedade e sindrome do panico sao os principais problemas de  atualmente. no brasil, estima-se que 30 em cada 100 pessoas tenham algum problema relacionado ao psicologico.",
2019-01-15,"o ano todo: ""tem que liberar o porte de armas mesmo"" chega setembro: "" contra o suicidio, se matar nao e a solucao""",
2019-01-15,sou daquelas que leva muito a serio o  ... muito mesmo!,
2019-01-15,peca ajuda imediatamente se houver risco de voce cometer suicidio. ligue para o cvv (188) (centro de valorizacao da vida),
2019-01-15,porque eu tambem mereco um caderninho pra mim,
2019-01-15,treine sua mente para ver o lado  bom de qualquer situacao,
2019-01-15,acabei de descobrir sobre o,
2019-01-16,centro de valorizacao da vida  kkkkkkkkkkk,
2019-01-16,sobre  temos tambem o  quen trata desse assunto tao caro,
2019-01-16,. campanha voltada a saude mental. se tu nao cuida de tu mesmo ...tu pira mano.,
2019-01-16,fala tu dre !!! quem tem eu tem tudo.,
2019-01-16,"isso que vou digitar e horrivel, mas o nome  pq, onde ja se viu negro com esse tipo de privilegio? saude mental esta prerrogativa garantida e basica por enquanto esta distante para mulheres, quem nao esta em padroes estabelecidos economicos, sociais e politicos ",
2019-01-17,"gracas a deus nao caiu mais no papo "" penso em ti todos os dias"" "" estou com saudades"" "" nossa historia ainda nao acabou""  ",
2019-01-17,"          pra que mostrar a imagem do cara? em vez disso, coloquem o numero do centro de valorizacao da vida (188). suicidio e desespero, pessoas fora de si, doentes, com depressao que nao veem outra saida. voces precisam ter mais responsabilidade!",
2019-01-17,hoje o jornalismo acoriano esta a meter nojo.,
2019-01-17," voce nao esta sozinha, conte com a minha ajuda.. nao te julgo, te ajudo! ",
2019-01-18,consulte uma psicologa!!! . . . agende um horario! (49) 984166424 chama no direct       ...  https://t.co/bbislzotda,
2019-01-18,141 centro de valorizacao da vida (cvv) 144 agencia nacional de energia eletrica (aneel) 148 justica eleitoral 150 vigilancia sanitaria 151 procon 152 ibama 153 guarda municipal 154 detran 155 servico estadual 156 servico municipal,
2019-01-18,"tem que existir mais amor entre as pessoas, se preocupar e mostrar carinho e compreensao  ",
2019-01-18,o cvv (centro de valorizacao da vida) chegou em imperatriz aaaaaaa eu to muito felizzzzzz,
2019-01-18,psicologo e quem segura a mao do outro com o ouvido.,
2019-01-19,"ter um espaco so seu e que promova  reflexoes, descobertas e tomada de consciencia sobre o que e importante para voce, alem de ser um lugar seguro e confiavel para que voce explore potenciais e aprenda a lidar com questoes relevantes sobre o seu ser e estar no mundo. ",
2019-01-19,muita coisa mudou!,
2019-01-19,e importante lembrar,
2019-01-20,"eu so digo uma coisa: quem diabos se importa? na republica das bananas o senador assassino(aecio neves) anda tranquilamente pelas ruas, quem acha que os biroliros vao ser punidos vive no fantastico mundo de bob!    ",
2019-01-20,"alias galera cuidem de sua saude mental, nada ao nosso redor vai ser bom se o nosso interior nao estiver. cuidem-se! ",
2019-01-20,"me da um aperto no coracao, ver essas pessoas com depressao, elas nao conseguirem fala, e a gente nao consegui ajuda, e tem muitos jovens assim hoje em dia, so peco que deus abencoe e guie sempre eles, e que nada aconteca! ",
2019-01-20,"oi, mocx. como anda teu processo de cura?    ",
2019-01-21,"se voce ja pensou em tirar sua propria vida, conversa comigo quero te ajudar. suicidio e algo serio,  pode parecer a solucao agora mas cara nao e.  quero te ajudar.  fala comigo, estou aqui por voce!       ",
2019-01-21,as vezes o descanso e mais importante que a disciplina.,
2019-01-21,"encontraram o corpo dele, ele realmente se suicidiou!!! :(  mais um caso entre muitos! ",
2019-01-21,passei literalmente 3 horas na fila pra falar com alguem do centro de valorizacao da vida fiquei 1 vez e bugou reiniciei e bugou dnv fui pela ultima vez depois de 2 horas na fila  quando eu tava na vez numero 18 deu falha de rede do nada,
2019-01-21,"sentimentos ocupam espaco, tem peso, forma, gosto, textura.podem ser sufocantes, dificeis de serem carregados, asperos e amargos. falar sobre eles com as pessoas capacitadas para ouvir pode lhe trazer uma mudanca maravilhosa. cuide de voce, de o primeiro passo.  ",
2019-01-21,"vendo psicologo postar q ""vc pode mudar o que quiser na sua vida se simplesmente decidir ser feliz"" como se fosse uma boa campanha de    mano se eu sou uma pessoa com a saude mental fodida e uma pessoa q supostamente quer me ajudar me fala isso eu desanimo de vez",
2019-01-21,"eu definitivamente nao vou dizer que voces podem me chamar pra desabafar e conversar pq eu nao sou preparado pra isso nem de longe, mas o 188 deve ser divulgado. e o numero do centro de valorizacao da vida",
2019-01-21,voce abre o centro de valorizacao da vida e como se ja n fosse um passo importante eles te botam pra esperar mais de 1 h pra conseguir falar com alguem kkkkkkkkkkkkkkkkkk e po vcs levam depressao a serio sim deve ser,
2019-01-21,"atencao navegacao : enquanto a criancada se diverte no parquinho, os pais podem saborear as delicias do nosso cardapio!         ",
2019-01-21," tipico de quem fala de empatia no facebook, posta  mas ta cagando pro psicologico do prox. quem ja passou por isso sabe como e ruim. delas nao espero mais nada so espero que a elana comece a cagar p qm ignora ela",
2019-01-22,trocamos instagram e agora vou acompanhar ela em seu tratamento,
2019-01-22,"procure livrar-se das amarras que te distanciam do seu proposito. ao olhar para o seu eu, fara bem a si e a todos que te rodeiam emanando assim a luminosidade que um dia lhe foi incomoda.     ",
2019-01-22,"saude mental e saude emocional!a campanha janeiro branco vem trazer reflexoes: janeiro, inicio de 2019, momento em que muitos planejam projetos pessoais, queremos incentivar as pessoas a pensarem a respeito da vida e do quanto investem em saude mental e emocional ",
2019-01-22,"espero q a participacao da rizia no  possa conscientizar e gerar depates, esclarecer duvidas sobre transtornos psicologicos. e e bom lembrar q estamos no , movimento criado ha 6 anos, para a conscientizar sobre doencas psicologicas q quase nao se e divulgado.",
2019-01-23,a rizia me emocionou,
2019-01-23,"eu ja liguei tantas vezes no 188 centro de valorizacao da vida q sinto q to incomodando ate  mas e sempre minha melhor saida nos momentos de crise, fico 1h esperando mas nao deixo de falar c eles   liguem 188",
2019-01-23," nao sei, mas acredito q sim. mas se atender o centro de valorizacao da vida ta ai, eles atendem 24hrs",
2019-01-23,a cliente de hoje ficou tao leve que esta dormindo a mais de meia hora... moa,
2019-01-23,"conscientizacao  a equipe do caps esta apoiando e divulgando para a populacao o projeto janeiro branco, realizado pela secretaria de saude, e a importancia da saude mental.       ",
2019-01-23,"sobre esse problema que atinge muita gente. seria top ate usar as seguintes rashtags:  e . seria mais ou menos essa ideia, o que chama galera? to fazendo isso pra realmente trazer alguma mensagem para essa live de 24h!",
2019-01-23," que incrivel, fiquei achando que era um telefone mas bem que podia ser.  dancinha pra chamar os bombeiros.  clio oficial lau agore e 188 - ligue centro de valorizacao da vida!  podia sugerir a pessoa dar uma bailadinha basica e ir se animando enquanto aguarda na linha, ne?",
2019-01-24,"""quanto mais voce se organiza do lado de dentro, mais a vida se organiza do lado de fora!"" ",
2019-01-24,"""voce nao tem controle sobre nada do que acontece no mundo, mas voce pode identificar como voce pode reagir sobre elas""  na moral? entra no spotipokas, procura la ""eu estou de boas"" e o podcast do centro de valorizacao da vida (cvv). &lt;3",
2019-01-24,procure um centro de valorizacao da vida. voce e importante querido.,
2019-01-24,"preciso falar: meninas quando voces passarem pela situacao de ser abusada por alguem, por favor peca ajuda, nao guarde para si. voce ira sofrer em dobro!  ",
2019-01-24,"nem sempre a depressao se mostra com a mesma cara. nem sempre a pessoa precisa estar reclusa, se arrastando pelos cantos para estar ""depressiva"". tem gente que ta sorrindo por fora e desmoronando por dentro.   ",
2019-01-25,"convidamos todos voces para participar neste dia 26/01/19, no colegio madre tereza em itatiba-sp a partir das 10h.  maiores informacoes no        ",
2019-01-25,"  quem cuida da mente, cuida da vida!",
2019-01-25,conhecer as proprias dores e medos nunca foi tao importante como dias atuais.,
2019-01-25,eu uso,
2019-01-25,like wtf bro como assim o chat do centro de valorizacao da vida so funciona ate 1 da manha? eu so posso ta querendo morrer ate o horario maximo da familia tradicional ir dormir????deg?/,
2019-01-25,vou me inscrever pra ser voluntaria do centro de valorizacao da vida   acho que poder dar uma luz pras pessoas que tem problemas psicologicos vai ser uma experiencia positiva na minha vida,
2019-01-25,as vezes eu so nao queria ser ansioso ao extremo...,
2019-01-26," centro de valorizacao da vida que realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias. pesquisa so",
2019-01-26,nao conhecia a campanha  ! valeu  haja mais accoes como essa pelo mundo fora,
2019-01-26,"janeiro comeca a ficar mais colorido, quando vejo mamae saindo da depressao. e tao bonito o sorriso dela e ele acalma a minha alma.   ",
2019-01-26,"qnd a gnt assume q e um fracasso passa a doer menos ou n doer. eu preferiria ser pedra, mas agr serei po ",
2019-01-26,faltam quantos meses pra acabar janeiro?,
2019-01-27," nao desista de voce, continue lutando, vi voce falando sobre as pessoas so te perceberem qdo for tarde demais, voce e tudo o que voce precisa, toda forca esta ai dentro de voce, resista... vou deixar o tel 188 (centro de valorizacao da vida) ligue pra eles, se de essa chance ",
2019-01-27,"assisti essa madrugada o tao falado  e para quem criticou, so sinto muito por lhe faltar . e uma baita discussao sobre  .   ",
2019-01-27,gente  e o cvv (centro de valorizacao da vida) que tem voluntarios com discursos extremamente preconceituosos??????,
2019-01-27,no site do centro de valorizacao a vida diz que os contatos sao 24 horas mas dps da um quadro de funcionamento do chat (?????),
2019-01-27,melhor coisa que existe eh fazer exercicio para melhorar nossa mente.,
2019-01-28,"percebo que estou no fundo do poco quando comeco a ter um contato 'diario' com o centro de valorizacao da vida, seja por chat, mensagem ou email",
2019-01-28," cvv (centro de valorizacao da vida) ajuda pessoas a entender o valor que a vida tem, impedindo um provavel suicidio.",
2019-01-28,"sobre     e   lavei o cabelo, mentalizei muita coisa ruim saindo de mim. de uns tempos pra ca, meu cabelo tem dado cada no absurdo, cada embolo, em questao de 3 dias ta la a buxa no cabelo.",
2019-01-28,boa tarde !,
2019-01-28,ou poderiam marcar pra tomar um vinho e fazer comida comigo pois +1 ponto para saude,
2019-01-28,fechando os horarios da agenda de atendimentos da semana...,
2019-01-28,"saude mental e coisa seria, por isso quem cuida da mente cuida da vida. janeiro branco, apoie voce tambem!   ",
2019-01-28,voce ja comecou a realizar seus planos pessoais para 2019? para se manter saudavel fisicamente e importante praticar exercicios fisicos.  mas e a sua saude mental e emocional. voce exercita? para mante-la saudavel sugiro que voce pratique a meditacao.,
2019-01-28,por onde sera que minha saude mental esta andando?,
2019-01-29," hahahaha  assistindo a entrevista de uma psicologa,  percebi que a minha memoria esta ",
2019-01-29,tenha uma mente equilibrada e seja uma pessoa melhor.,
2019-01-29,"alias gente, e : cuidem da saude mental de voces!   serio",
2019-01-29,ligue ou mande mensagens gratuitamente para o centro de valorizacao da vida aka cvv (188)    siga salvando_seus_sentimentos no instagram    dm para ajuda,
