,text,target
688," mano, e o centro de valorizacao da vida, mimha amiga ta pensandk em se m, eu to esperando pra falar com o atendente",1.0
67,centro de valorizacao da vida kkkkkkkkko,1.0
104,quem sou eu para negar ajuda a quem precisa?  por isso eu amo meu trabalho!,1.0
344,"e tao bom encontrar novamente um motivo para tudo, e eu encontrei!!  ",1.0
10,"""juntos podemos proporcionar esperanca a todos que sofrem de esquizofrenia e outras doencas mentais graves"" ban ki-moon ",1.0
512,"setembro amarelo ta chagando, eu so quero ver as pessoas que propagam o odio na internet postando sobre ",1.0
203,qual foi a ultima vez que voce elogiou alguem?   via,0.0
38,bom dia!,0.0
549,"nos da cg vale abracamos a causa mundial do , mes de conscientizacao e prevencao a saude mental.   inicie o ano prestando o devido cuidado para alem do fisico, de atencao para o seu psicologico, principalmente nesse momento de pandemia e incentive outras pessoas (+)",1.0
68,vc vai liga pro centro de valorizacao da vida pq vc esta com colica,1.0
444,"no esquema da ilustracao do tweet anterior, sao apresentadas algumas possibilidades que visam auxiliar a diferenciar situacoes que podemos exercer controle e outras onde nao e possivel, visando contribuir para a manutencao de nossa .  ",1.0
535,pqp delibal acabou comigo. pq diacho foi me envolver com filmes turcos agora. e esse mexe comigo pq passei por isso ano passado. ainda e dificil esquecer. depressao mata,0.0
291,"  vc nn eh lixo, voce eh especial &lt;3 ",1.0
555,marla grayson se fudeu no final kkkkkkkk adorei.,0.0
24,quase 18 mil tts para nao!!!!,0.0
641,"seja uma pessoa dificil, chata, complexa.  nao seja alguem metida a perfeita, complexada.       ",0.0
560,"""a depressao consiste na expectativa frustrada de nao ser o que e, ja a felicidade se revela na aceitacao de ser quem e""   ",1.0
394," essas unidades sao fisicas mesmo, mas tem o cvv (centro de valorizacao da vida), que oferece apoio online (pode ligar pro 141 ou mandar email, conversar pelo chat que tem no site deles e tals, ate pelo skype), acho que tem cvvs fisicos em algumas cidades, no site tem a lista tbm",1.0
593,"eu nao aceito a marla morrer pra um ze ninguem, se fosse pelo menos pelo bandidao. que odio  ",0.0
491,"eu tento ajuda as pessoas,dizendo nao ao suicidio,que isso nao e a solucao, nao se corte,desabafa cmg ,eu to aqui com voce,mas com lagrimas no olhos digo pra mim mesma , que suicidio e a melhor opcao, que se corta vai aliviar a minha dor , e que ninguem me ama . ",1.0
629,"ja se olhou no espelho hj e admirou a perfeicao q vc e? ce n, oq ta esperando??? vao la e faca vcs msms se sentirem bem!  ",0.0
654,"""perder-se tambem e caminho"" (clarisse lispector)   ",0.0
532,em 2021 a campanha esta convidando o mundo a um pacto pela saude mental!  podemos contar com voce neste pacto em beneficio de cada um de nos e de todo mundo ao mesmo tempo?,1.0
664,viver com ansiedade afeta mais ainda a vida quando nao ha um apoio por parte da familia. isso afeta muito os relacionamentos e o estado emocional do ansioso.,1.0
646,"bem, isso se chama imaturidade. mas sera que voce nao cresceu por que nao quis? nao! voce esta onde esta porque foi tudo o que deu para fazer, era tudo o que voce sabia e podia fazer. ",0.0
90,"cvv e o centro de valorizacao da vida, vc liga la pra desabafar seus problemas e nao se matar",1.0
359," desabafar, corremos risco d ser rotulada como pessoa q reclama d tudo, e muitas vezes e apenas valvula de escape.",1.0
443,quem e louco? e quem e capaz de dizer quem e louco?,0.0
354,jornada seridoense de valorizacao a vida.,1.0
29," e voce merece uma homenagem linda, ate pq ",0.0
426,"pensando no que pode ser feito, uma medida simples: precisa de ajuda ou conhece alguem que precisa?   disque saude - 136 centro de valorizacao da vida - 188 central de atendimento a mulher - 180    ",1.0
264,"agora todo mes simboliza uma coisa, mas resolver o problema nada. #combaterosuicidio, e as causas, quem vai tratar????",1.0
613,lembranca do insta hj e qnd eu era voluntaria do cvv mermao era varios atendimentos bizarros mas era totalmente gratificante saber que ajudei salvar algumas vidas,1.0
415,"quando vc da unfollow em pessoas que nao te acrescentam, surge um sorriso? ",0.0
130,eu nao aguento mais o tumblr me redirecionando pra centro de valorizacao da vida,1.0
8,passei em ... !que venha o proximo estagio,0.0
97,adorei a reportagem sobre ansiedade da  desse mes! recomendo!,1.0
685,"se sentiu paz, a escolha foi certa.        ",0.0
552,"o sol esta a 150 milhoes de km  da terra. mas sinto o calor dele na minha pele.  entao tambem posso sentir o calor de voces.  distantes, porem unidos.         ",0.0
283,"quase 1 milhao de pessoas se matam por ano, de 10 a 20 milhoes tentam o suicidio todo ano.  ",1.0
230,por mais dificil que seja falar sempre ajuda,0.0
201,hoje foi dia de  na escola municipal benvinda!,0.0
81,de amanecida estudiando!,0.0
586,"a vida e sobre isso, nossas projecoes sao problemas nossos, nao do outro. e por maior que seja o esforco, nem td vai sair como eu quero. vou fazer um mantra disso e colar no cerebro pra nao me estressar. eu que lute pela minha ",1.0
330,"   nao que isso,, muito pelo contrario estamos aqui pra te apoiar  ",1.0
562," me decepcionou demais com  !! de 01:27:00 ate a ultima cena o filme e totalmente incoerente.... sem contar que a marla pode ate ser a personagem principal, mas o ranco.... sinto muita pena da rosamund pike ter gastando seu talento com isso!",0.0
54,"nao leve seus problemas emocionais para a sociedade. faca . se nao sua vida virara um poco sem fundo, uma avalanche.",1.0
691," nao se resolve com um convite para ""tomar uma"" ou um simples ""relaxa que vai passar.""     ",0.0
224,precisa conversar? liga 141(numero da central de valorizacao da vida) ou me manda um whats/dm/direct!,1.0
233,"nao precisamos de reconhecimento so em setembro, e sim por todas as nossas lutas, passadas e presentes, sejam quais forem. ",1.0
440,hoje passarei o dia votando em marcela,0.0
684,"o auto cuidado e uma necessidade e uma prioridade, nao um luxo.   ",0.0
223,"comente um """" e eu escrevo algo que seja bonito/bom em voce. ",0.0
526,"existem diversas formas de entrar em contato com eles, uma delas e atraves do cvv (centro de valorizacao da vida), e so ligar 188.",1.0
417,"sao 4 da manha e eu estou chorando pela morte de uma crianca de 18 anos que se matou enforcado dentro de casa por causa da maldita depressao, a pior doenca que existe, a gente sofre no silencio. ",1.0
143,sou cheia de bipolaridade !,1.0
427,caralho q serie,0.0
250,"eu sei que estamos vivenciando o , mas nao admito que algumas pessoas  me digam que a vida e muito cruel com elas.",1.0
587,corte interamericana de derechos humanos discute caso de damiao ximenes lopes,0.0
197,quem e camila kelly pra voce? obs: copie e cole no seu mural e descubra o que os seus amigos pensam sobre voce.,0.0
83,enamorada de,0.0
401,"qual o sentido do chat do centro de valorizacao da vida so funcionar ate a 1h sendo q a maioria das pessoas tem crises de madrugada?  ok sei q tem gente trabalhando, mas devia ser um servico 24h, ate pq nao e toda cidade q o 141 funciona",1.0
106,"minha psiquiatra disse q eu preciso fazer . mas o q eu preciso mesmo e voltar a conversar sozinho no twitter, como antigamente.",1.0
41,dia de apresentar o trabalho de dependencia quimica,0.0
93,eu ouvindo btl e saltando nos sofas,0.0
653,"adote gestos conscientes de bondade. inumeras pesquisas demonstram que atos de altruismo, generosidade voltada tanto a amigos quanto a estranhos, reduzem o estresse e contribuem para uma melhor saude mental    ",0.0
479,cada retweet e compartilhamento com um amigo e um ato de carinho.  conheca a vitalk acesse nossas conversas gratuitas e pratique o cuidado...,0.0
33,me deixa,0.0
670," fala, caldas. nos levamos esse assunto muito a serio. por isso, recomendamos que entre em contato com instituicoes idoneas, como o cvv - centro de valorizacao da vida, telefone 188. eles possuem pessoas qualificadas que poderao dar o auxilio necessario. obrigado.",1.0
366,postar na internet que esta disponivel pra um abraco nao ajuda ninguem -,1.0
466,"quem acha que sabe de algo ou de alguem , na verdade  nao  sabe de nada .   ",0.0
511,"me conhecendo ou nao, se precisar de ajuda pode me chamar. vc nao esta sozinho! nao sera incomodo nenhum. se preferir chame algum amigo ou familia mas pvf chame alguem! vc vai conseguir passar por isso, nao sofra calado.",1.0
585,centro de valorizacao da vida coisa contra o suicidio,1.0
617,"ola! vamos falar sobre autocuidado? existem muitas maneiras de se cuidar como, por exemplo, o cuidado fisico e tambem o financeiro. alem disso, tambem existem os cuidados psicologico e emocial que sao tao importantes quanto todos os outros tipos.   ",1.0
84,"""todas as vitorias ocultam uma abdicacao."" simone de beauvoir      ",0.0
606,"eiii, voce ai que esta lendo agora!   como esta a sua saude mental?   se precisar de ajuda, converse, converse comigo ou com alguem da sua confianca. sao tempos dificeis, toda ajuda e bem vinda!  ",1.0
687," e importante comecarem a postar algo sobre depressao, setembro amarelo ainda hj antes da proxima eliminacao e formacao. so demonstram empatia e apoio no tal setembro amarelo. nao, e o ano todo q passamos por isto. muitos desistem da luta.    ",1.0
334,"essa brincadeira vale a pena...   comenta um """" e eu te falo algo bom/bonito em voce ",0.0
534,"""por isso, nao abram mao da confianca que voces tem; ela sera ricamente recompensada"".   hebreus 10.35  bom dia! espere confiante no senhor. ele e o mesmo ontem, hoje e sempre!   ",0.0
597,falar so e terapeutico quando a escuta e qualificada,1.0
309,vigilia do encontro,0.0
112,ligamos pro cvv (centro de valorizacao da vida) kkk,1.0
383,"mano, se vc ta num role onde o local apertado, entenda q esbarrar em vc e normal, n queira brigar por conta disso  ",0.0
588,"situacion no servizo galego de saude: hoxe o meu psiquiatra derivoume a psicoloxia con cita preferente.  preferente= setembro  a  e  tenen que facer algo para que a saude mental non sexa o ultimo mono, moita xente precisa dela.   ",0.0
76,"hoje sou a ester, uma adolescente de 16 com transtornos psiquiatricos. ate sem em quem me inspirar. hahahahah  :)",0.0
600,"comecei a fazer caminhada com o mozao, em um dia de caminhada ja notamos os niveis de estresse diminuindo, o humor melhorando, so e um pouco dificil caminhar com mascara, mas e necessario.      ",0.0
241,a depressao e pior que o cancer. o cancer te faz ter vontade de viver.,1.0
131,"ha pessoas tao desequilibradas: que nem uma consulta com o theo de  resolve, rs!",1.0
669,ao menor sinal de depressao busque ajuda profissional. sua vida vale muito e impacta positivamente muitas pessoas. nao deixe que os momentos ruins apaguem o brilho de sua jornada.  se precisar conversar pode me chamar ou ligue 188 (cvv - centro de valorizacao da vida),1.0
449,do desespero do covid19 para o desespero de estar desempregado... assim evoluem as queixas durantes os atendimento.,1.0
645,tem horas que vc so quer sumir das redes!,0.0
447,"voce ja pensou qual e a sua parcela de  responsabilidade/participacao,  nas dores, angustias e frustracoes que visitam voce diariamente?      ",1.0
610,"  centro de valorizacao da vida disponivel 24 horas por telefone e no seguinte horario por chat: dom - 17h a 01h, seg a qui - 09h a 01h, sex - 15h as 23h, sab - 16h a 01h. saiba mais 188",1.0
186,que o  tenha tanta visibilidade quanto o outubro rosa e novembro azul.,1.0
442,"fica  ! sai  ! vem  ! a gente vai viver ! a gente vai morrer !  em casa !   de casa ! ta dificil manter a saude, principalmente a  !!!!",0.0
173,"[+] inverno e so uma fase ruim. em voce, a primavera ha de vir.  entao, nao desiste! acredite! voce ha de florir. [+]  ",0.0
178,a campanha pretende alertar as pessoas a procurarem ajuda caso queiram cometer suicidio.,1.0
128,cvv? (centro de valorizacao da vida),1.0
225,"voce e foda, guerreira (o) e vitoriosa (o).  bom dia !  ",0.0
350,campanha contra o suicidio.,1.0
432,"gente so nao se isola da cerveja, vinho e do gin. ",0.0
36,vou dormir bjs,0.0
113,fazendo trabalho sobre esquizofrenia.,0.0
256,"a pessoa passa o ano todinho te julgando, chega setembro , vem fazer a sensata   sifuder. ",1.0
570,o tedio do sabado !,0.0
251,lembrando q depois do azul foi publicado em parceria c/ o  e tera parte das vendas revertida p/ a instituicao,0.0
419,se vc precisa de um abraco e conversar eu estou aqui. paro minha vida pra cuidar da sua  eu te amo,1.0
636,esse  esta so a minha realidade na clinica com a/os jovens,1.0
176,o mpdft apoia a campanha de prevencao ao suicidio e valorizacao da vida.,1.0
656,"pode haver ainda um efeito psicologico. a  pode provocar sentimentos como ansiedade, incerteza e medo, fatores que podem comprometer a  de todos que a vivenciam.",1.0
269,"""o que acontece se voce se matar?"" eu a thread;  ",1.0
361,"faz campanha , mas debocha e julga quem sofre de  eu aqui so vendo...",1.0
690,vamos acompanhar de perto esse processo para garantir que a populacao da zona oeste tenha acesso aos seus direitos.   nao existe saude sem saude mental.,1.0
631,"se vc faz terapia, em algum momento podera ser chamada de egoista. isso pq algumas pessoas nao admitem perder o posto de prioridade de sua vida.  fazer terapia nao e egoismo e revolucao!     ",1.0
47,"bom dia pra quem acordou tendo que ir trabalhar la ma taquara, pertinho!         ",0.0
323,nao deixem nunca o pior acontecer. vamos previnir o suicidio gente! vem saber como aqui:,1.0
488,"voce nunca deixa seu celular descarregar completamente, ne? tenho certeza que ao primeiro sinal do fim da bateria voce ja se compromete a coloca-lo pra carregar.  que esse cuidado tambem se estenda pra sua vida pessoal. no primeiro sinal de desanimo, recarregue-se!  ",0.0
390,procure ajuda estamos aqui para te ajudar,0.0
439,lembrem-se: um dia de cada vez. nao se sobrecarreguem.,0.0
127,concordo plenamente!  linda!e sou muito fa de  desde  nota dez!,0.0
196,"se permita ser ajudado e nao diga ""julgar e facil"" e sim eu aceito ser ajudado.   ",1.0
202,acho que ele recebeu uma ligacao do centro de valorizacao da vida,1.0
252,minha faculdade ta tipo um minions...,0.0
564,camila pitanga perfeita na serie .,0.0
64,hahahaha fui googlar suicidio e olha o que aparece precisa de ajuda? brasil: 141 centro de valorizacao da vida,1.0
118,vou ligar ali no centro de valorizacao da vida e bater um papo sobre a barra que e gosta de voce.,1.0
431,se afaste de pessoas que perturbam sua saude mental e depois reclamam que voce mudou.,1.0
368,que tal conquistar uma relacao de confianca com voce mesmo?,0.0
86,centro de valorizacao da vida,1.0
365,"ligue para o centro de valorizacao da vida disque 141 vale a pena lutar pela sua vida, voce e importante ",1.0
575,enquanto o cego nao tem nada! . .,0.0
346," pensa isso nao, estou aqui ",0.0
632,nao ha uma linha cientifica que prove que pessoas que disponham de conforto e bens materiais nao possam sofrer de depressao ou de ansiedade.,1.0
568,filme com a menor nota que ja vi na vida,0.0
119,"""eu era crianca, mas as consequencias de uma decisao me tornou adulto"".   ",0.0
288,"mais uma se foi, mais uma tirou sua vida, mais uma fingiu esta tudo bem, mais uma perdeu seus sonhos e esperancas.  ",1.0
527," kkkkkkkkkkkkkkk ei man se tiver dificil a vida desiste nao ligue 188'centro de valorizacao da vida, la vc vai ter alguem pra te ouvir",1.0
402,"e se voce estiver precisando desabafar, ligue para o telefone 141 do cvv - centro de valorizacao da vida, que mantem um programa de prevencao ao suicidio baseado na doacao da amizade. alem disso, confie em deus, pois ele deseja a felicidade de todos os seus filhos.",1.0
304,"ninguem sabe a dor que a pessoa que idealiza suicidio esta vivendo; sejamos humildes, oferecamos ajuda, carinho, amor... ",1.0
577,dia da mentira ja passou... mas quantas mentiras voce continua contando a voce que atrapalham seu autocrescimento? . . . . . . .,0.0
557,voces sabem que ser profissional da saude e ta chovendo canivete e a gente ser o guarda chuva   covid-19 l,0.0
465,http dps vao de,0.0
102,e amanhaaaa,0.0
158,aula maravilhosa,0.0
373,espalhe amor! coloque um  e eu direi o que gosto em voce.,0.0
410,"""os unicos que nao tem cicatrizes foram aqueles que abandonaram o combate!"" - psicologa cristina galindo.         ",0.0
150,precisa de ajuda? brasil: 141 centro de valorizacao da vida. :),1.0
261,"lembre de si como uma peca fundamental nesse quebra cabeca universal, cada peca no seu lugar, nao a tire do lugar. ",0.0
267,fui numa palestra muito informativa sobre prevencao do suicidio,1.0
421,e o do centro de valorizacao da vida,1.0
408,hoje e o dia mundial de combate ao cancer e quero deixr um lembrete para voces mantenham habitos saudaveis para a prevencao da doenca e mantenham seus exames em dia!   #...,1.0
215,combinaram de ir de amarelo pra facul hj por conta do,0.0
476,"como se nada disso tivesse acontecido, como se nada disso tivesse sido real.             ",0.0
556,"hoje vimos ""eu me importo"" da netflix. gostei bastante. vi algumas pessoas reclamando que perderam 2h da vida. achei bem bom.  ",0.0
429,"pensando se comeco a ver ,  ou se revejo , hehe.",0.0
162,sou voluntaria do cvv - centro de valorizacao da vida - e sei o quanto a solidao e o mal do seculo.,1.0
620,por que sera que  deu para as mulheres uma  de elefante que se lembra como se fosse ontem cada ofensa e cada palavra que machucou? uma memoria  quase fotografica! eu queria  e esquecer pra sempre.,0.0
622,"o ressentimento e quando, atraves de nossa memoria, ficamos sentindo novamente aquilo que sentimos em situacao passada. o problema do ressentimento e que ele nos impede de ter novos sentimentos em relacao as pessoas e a novas situacoes. com ele vivemos no passado... ",0.0
370,"adorei essa corrente hahaha  comente """" que eu falo algo bonito em voce    ",0.0
367,falar e a melhor solucao!!,0.0
540,dps vc usa a tag de  ne seu filho da puta hipocrita do crlh,0.0
259,sera top!,0.0
391,"nem tudo esta perdido, jesus e a solucao para o seu problema. ",0.0
627,"caminhada ok, vitamina d ok, alivio pra saude mental ok.  ",0.0
182,"gente q movimento maravilhoso,precisamos d espalhar amor,carinho e ajudar se a pessoa quiser ser ajudada ",1.0
146,se eu quisesse conselho eu ligaria no cvv.  centro de valorizacao da vida. eu vou te processar porque preciso de dinheiro mesmo,1.0
609," o centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias. ligue 188   voce nao esta sozinho ",1.0
9,"""as vezes, para se aproximar e preciso primeiro tomar distancia.""   ",0.0
171," pois e... ao contrario do que dizem quem quer se suicidar avisa sim, de uma forma ou de outra ",1.0
198,queria saber se essa galerinha que coloca no face  diz aquela frase imbecil: bullying forma carater,0.0
519,faca seu contato conosco:   (21) 99586-0783  contato@clinicademedicinadaalma.com.br,0.0
43,"que legal, quando digita suicidio no google aparece o nome do centro de valorizacao da vida",1.0
509,"vai passar rapido, infelizmente. mas eu to aqui pra ajudar da melhor forma que eu posso, nao se importem em me chamar nunca. pode chamar na dm e dizer desde um ""quero desabafar"" ate um ""preciso de uma amiga"". cuidem-se e se precisarem liguem no 188, centro de valorizacao da vida+",1.0
120," parabens por abordar este tema e trazer desta forma para nos. ""a loucura esta nos olhos de quem ve""  ",1.0
34,hoje e o dia mundial do ave,0.0
281,eu so queria ter um crush so pra me,0.0
257,"entrando na  tbb comente um """" e eu digo algo que eu gosto ou acho bonito em voce.  ",0.0
528,"o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24h todos os dias 188 .",1.0
529,"uma crise sem preparo profissional pra isso. pecam que a pessoa ligue para o 188 (centro de valorizacao da vida). mas, mais uma vez eu digo, tomem cuidado para nao piorar uma situacao que ja e complicada.",1.0
345,"esta vendo, existem opcoes para voce cuidar da sua saude.  ",1.0
671,ligue 188 - cvv centro de valorizacao da vida.  o cvv realiza apoio emocional e prevencao ao suicidio  voce nao esta sozinho(a),1.0
388,eu tenho depressao     julguem menos e ajudem mais,1.0
232,voce nao esta sozinho. prevencao de suicidio: 141 0800 273 8255 0800 290 0024,1.0
61,ufa! fui e voltei. sem traumas.,0.0
393,"iniciar uma nova semana sempre nos traz a sensacao de um novo recomeco, novas oportunidades. inicie sua semana acreditando mais em voce, nao perca a fe de que para tudo existe um jeito.  ",0.0
77," suicidio pesquisar ""precisa de ajuda? brasil: 141 centro de valorizacao da vida""",1.0
423,"gente aquele video daquelas duas meninas falando do ensino medio e lalala so acho que e um pedido de ajuda.  voces que tao zuando ai, depois n vem com  nao, que na hora de zuar ce n pensa nem duas vezes.  imagina quando e voce q ta em crise, so imagina.",1.0
607," encontre ajuda fale com um profissional hoje centro de valorizacao da vida disponivel 24 horas por telefone e no seguinte horario por chat: dom - 17h a 01h, seg a qui - 09h a 01h, sex - 15h as 23h, sab - 16h a 01h. saiba mais",1.0
219,ouvindo a playlist em homenagem ao  do  e to quase em lagrimas aqui na agencia,0.0
329,hoje a aula foi mt amor,0.0
296,"faz textao sobre o , mas chama o (a) ex de louco (a).",0.0
154,quando vamos ter  novamente? ja faz muita falta!!!! :(,0.0
109,"a  se vai, mas me deixou de presente essa maravilha que e . gratidao ",0.0
15,venha dividir seu tempo com quem precisa dividir sentimentos! o centro de valorizacao da vida (cvv) de sao goncalo-rj esta oferecendo o...,1.0
458,tem umas meninas que nao perdem a oportunidade de menosprezar ou querer humilhar outra e ai chega o fim do ano e tao la postando,1.0
175,a vida sempre encontra um jeito.,0.0
